"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","TEST_CMPNT_TYP_NM","NUMBER_OF_STUDENTS_TESTED","NUMBER_TESTS_TAKEN","NOTESTS_3ORHIGHER"
"2021-22","660","Fulton County","0191","Roswell High School","Gov. & Pol. U.S.","55","55","42"
"2021-22","660","Fulton County","0191","Roswell High School","Music Theory","TFS","TFS","TFS"
"2021-22","660","Fulton County","0191","Roswell High School","Physics 1","70","70","46"
"2021-22","660","Fulton County","0191","Roswell High School","Physics C: Elec & Magnetism","14","14","11"
"2021-22","660","Fulton County","0191","Roswell High School","Physics C: Mechanics","14","14","14"
"2021-22","660","Fulton County","0191","Roswell High School","Psychology","56","56","47"
"2021-22","660","Fulton County","0191","Roswell High School","Spanish Language","18","18","16"
"2021-22","660","Fulton County","0191","Roswell High School","Statistics","53","53","53"
"2021-22","660","Fulton County","0191","Roswell High School","U.S. History","135","135","102"
"2021-22","660","Fulton County","0191","Roswell High School","World History","105","105","86"
"2021-22","660","Fulton County","0198","Centennial High School","ALL Subjects","467","979","658"
"2021-22","660","Fulton County","0198","Centennial High School","Art History","TFS","TFS","TFS"
"2021-22","660","Fulton County","0198","Centennial High School","Art: Studio 2-D Design","13","13","13"
"2021-22","660","Fulton County","0198","Centennial High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"2021-22","660","Fulton County","0198","Centennial High School","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","660","Fulton County","0198","Centennial High School","Biology","23","23","21"
"2021-22","660","Fulton County","0198","Centennial High School","Calculus A","41","41","30"
"2021-22","660","Fulton County","0198","Centennial High School","Calculus BC","12","12","9"
"2021-22","660","Fulton County","0198","Centennial High School","Chemistry","11","11","5"
"2021-22","660","Fulton County","0198","Centennial High School","Computer Science A","12","12","4"
"2021-22","660","Fulton County","0198","Centennial High School","Computer Science Principles","24","24","15"
"2021-22","660","Fulton County","0198","Centennial High School","Economics: Macro","36","36","21"
"2021-22","660","Fulton County","0198","Centennial High School","Economics: Micro","36","36","20"
"2021-22","660","Fulton County","0198","Centennial High School","Eng. Language & Comp","92","92","60"
"2021-22","660","Fulton County","0198","Centennial High School","Eng. Literature & Comp","92","92","78"
"2021-22","660","Fulton County","0198","Centennial High School","Environmental Science","59","59","28"
"2021-22","660","Fulton County","0198","Centennial High School","French Language","TFS","TFS","TFS"
"2021-22","660","Fulton County","0198","Centennial High School","German Language","TFS","TFS","TFS"
"2021-22","660","Fulton County","0198","Centennial High School","Gov. & Pol. U.S.","57","57","33"
"2021-22","660","Fulton County","0198","Centennial High School","Music Theory","TFS","TFS","TFS"
"2021-22","660","Fulton County","0198","Centennial High School","Physics 1","54","54","24"
"2021-22","660","Fulton County","0198","Centennial High School","Physics 2","TFS","TFS","TFS"
"2021-22","660","Fulton County","0198","Centennial High School","Physics C: Mechanics","TFS","TFS","TFS"
"2021-22","660","Fulton County","0198","Centennial High School","Psychology","52","52","41"
"2021-22","660","Fulton County","0198","Centennial High School","Spanish Language","23","23","23"
"2021-22","660","Fulton County","0198","Centennial High School","Spanish Literature","TFS","TFS","TFS"
"2021-22","660","Fulton County","0198","Centennial High School","Statistics","89","89","52"
"2021-22","660","Fulton County","0198","Centennial High School","U.S. History","105","105","55"
"2021-22","660","Fulton County","0198","Centennial High School","World History","100","100","92"
"2021-22","660","Fulton County","0203","Northview High School","ALL Subjects","1001","2304","1870"
"2021-22","660","Fulton County","0203","Northview High School","Art History","13","13","6"
"2021-22","660","Fulton County","0203","Northview High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","660","Fulton County","0203","Northview High School","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","660","Fulton County","0203","Northview High School","Biology","98","98","89"
"2021-22","660","Fulton County","0203","Northview High School","Calculus A","112","112","84"
"2021-22","660","Fulton County","0203","Northview High School","Calculus BC","149","149","129"
"2021-22","660","Fulton County","0203","Northview High School","Capstone","13","13","11"
"2021-22","660","Fulton County","0203","Northview High School","Chemistry","45","45","40"
"2021-22","660","Fulton County","0203","Northview High School","Chinese Lang. & Culture","38","38","35"
"2021-22","660","Fulton County","0203","Northview High School","Computer Science A","82","82","40"
"2021-22","660","Fulton County","0203","Northview High School","Computer Science Principles","59","59","46"
"2021-22","660","Fulton County","0203","Northview High School","Economics: Macro","128","128","93"
"2021-22","660","Fulton County","0203","Northview High School","Economics: Micro","104","104","86"
"2021-22","660","Fulton County","0203","Northview High School","Eng. Language & Comp","205","205","176"
"2021-22","660","Fulton County","0203","Northview High School","Eng. Literature & Comp","59","59","55"
"2021-22","660","Fulton County","0203","Northview High School","Environmental Science","59","59","48"
"2021-22","660","Fulton County","0203","Northview High School","European History","14","14","11"
"2021-22","660","Fulton County","0203","Northview High School","French Language","19","19","18"
"2021-22","660","Fulton County","0203","Northview High School","Geography: Human","32","32","20"
"2021-22","660","Fulton County","0203","Northview High School","German Language","TFS","TFS","TFS"
"2021-22","660","Fulton County","0203","Northview High School","Gov. & Pol. U.S.","166","166","139"
"2021-22","660","Fulton County","0203","Northview High School","Latin: Vergil","TFS","TFS","TFS"
"2021-22","660","Fulton County","0203","Northview High School","Music Theory","11","11","8"
"2021-22","660","Fulton County","0203","Northview High School","Physics 1","103","103","74"
"2021-22","660","Fulton County","0203","Northview High School","Physics C: Elec & Magnetism","29","29","26"
"2021-22","660","Fulton County","0203","Northview High School","Physics C: Mechanics","30","30","27"
"2021-22","660","Fulton County","0203","Northview High School","Psychology","146","146","105"
"2021-22","660","Fulton County","0203","Northview High School","Spanish Language","43","43","40"
"2021-22","660","Fulton County","0203","Northview High School","Statistics","179","179","152"
"2021-22","660","Fulton County","0203","Northview High School","U.S. History","150","150","107"
"2021-22","660","Fulton County","0203","Northview High School","World History","202","202","192"
"2021-22","660","Fulton County","0205","Alpharetta High School","ALL Subjects","980","1968","1460"
"2021-22","660","Fulton County","0205","Alpharetta High School","Art History","63","63","50"
"2021-22","660","Fulton County","0205","Alpharetta High School","Art: Studio 2-D Design","12","12","12"
"2021-22","660","Fulton County","0205","Alpharetta High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"2021-22","660","Fulton County","0205","Alpharetta High School","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","660","Fulton County","0205","Alpharetta High School","Biology","86","86","69"
"2021-22","660","Fulton County","0205","Alpharetta High School","Calculus A","49","49","28"
"2021-22","660","Fulton County","0205","Alpharetta High School","Calculus BC","82","82","58"
"2021-22","660","Fulton County","0205","Alpharetta High School","Chemistry","53","53","47"
"2021-22","660","Fulton County","0205","Alpharetta High School","Chinese Lang. & Culture","16","16","15"
"2021-22","660","Fulton County","0205","Alpharetta High School","Computer Science A","92","92","55"
"2021-22","660","Fulton County","0205","Alpharetta High School","Computer Science Principles","107","107","74"
"2021-22","660","Fulton County","0205","Alpharetta High School","Economics: Macro","73","73","47"
"2021-22","660","Fulton County","0205","Alpharetta High School","Economics: Micro","62","62","52"
"2021-22","660","Fulton County","0205","Alpharetta High School","Eng. Language & Comp","159","159","134"
"2021-22","660","Fulton County","0205","Alpharetta High School","Eng. Literature & Comp","54","54","53"
"2021-22","660","Fulton County","0205","Alpharetta High School","Environmental Science","117","117","74"
"2021-22","660","Fulton County","0205","Alpharetta High School","Geography: Human","18","18","13"
"2021-22","660","Fulton County","0205","Alpharetta High School","German Language","TFS","TFS","TFS"
"2021-22","660","Fulton County","0205","Alpharetta High School","Gov. & Pol. U.S.","168","168","136"
"2021-22","660","Fulton County","0205","Alpharetta High School","Music Theory","TFS","TFS","TFS"
"2021-22","660","Fulton County","0205","Alpharetta High School","Physics 1","151","151","68"
"2021-22","660","Fulton County","0205","Alpharetta High School","Physics 2","TFS","TFS","TFS"
"2021-22","660","Fulton County","0205","Alpharetta High School","Physics C: Elec & Magnetism","39","39","18"
"2021-22","660","Fulton County","0205","Alpharetta High School","Physics C: Mechanics","39","39","27"
"2021-22","660","Fulton County","0205","Alpharetta High School","Psychology","122","122","102"
"2021-22","660","Fulton County","0205","Alpharetta High School","Spanish Language","TFS","TFS","TFS"
"2021-22","660","Fulton County","0205","Alpharetta High School","Statistics","120","120","107"
"2021-22","660","Fulton County","0205","Alpharetta High School","U.S. History","86","86","64"
"2021-22","660","Fulton County","0205","Alpharetta High School","World History","167","167","133"
"2021-22","660","Fulton County","0291","Creekside High School","ALL Subjects","193","280","51"
"2021-22","660","Fulton County","0291","Creekside High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","660","Fulton County","0291","Creekside High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"2021-22","660","Fulton County","0291","Creekside High School","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","660","Fulton County","0291","Creekside High School","Biology","TFS","TFS","TFS"
"2021-22","660","Fulton County","0291","Creekside High School","Calculus A","TFS","TFS","TFS"
"2021-22","660","Fulton County","0291","Creekside High School","Chemistry","13","13",""
"2021-22","660","Fulton County","0291","Creekside High School","Eng. Language & Comp","21","21","3"
"2021-22","660","Fulton County","0291","Creekside High School","Eng. Literature & Comp","47","47","19"
"2021-22","660","Fulton County","0291","Creekside High School","Environmental Science","TFS","TFS","TFS"
"2021-22","660","Fulton County","0291","Creekside High School","French Language","TFS","TFS","TFS"
"2021-22","660","Fulton County","0291","Creekside High School","Geography: Human","15","15","1"
"2021-22","660","Fulton County","0291","Creekside High School","Music Theory","11","11",""
"2021-22","660","Fulton County","0291","Creekside High School","Psychology","45","45","10"
"2021-22","660","Fulton County","0291","Creekside High School","Spanish Language","TFS","TFS","TFS"
"2021-22","660","Fulton County","0291","Creekside High School","U.S. History","46","46","3"
"2021-22","660","Fulton County","0291","Creekside High School","World History","47","47","8"
"2021-22","660","Fulton County","0392","Chattahoochee High School","ALL Subjects","770","1752","1517"
"2021-22","660","Fulton County","0392","Chattahoochee High School","Art History","TFS","TFS","TFS"
"2021-22","660","Fulton County","0392","Chattahoochee High School","Art: Studio 2-D Design","26","26","22"
"2021-22","660","Fulton County","0392","Chattahoochee High School","Art: Studio Drawing","15","15","12"
"2021-22","660","Fulton County","0392","Chattahoochee High School","Biology","109","109","104"
"2021-22","660","Fulton County","0392","Chattahoochee High School","Calculus A","81","81","66"
"2021-22","660","Fulton County","0392","Chattahoochee High School","Calculus BC","71","71","68"
"2021-22","660","Fulton County","0392","Chattahoochee High School","Capstone","33","33","32"
"2021-22","660","Fulton County","0392","Chattahoochee High School","Capstone Research","26","26","26"
"2021-22","660","Fulton County","0392","Chattahoochee High School","Chemistry","73","73","72"
"2021-22","660","Fulton County","0392","Chattahoochee High School","Chinese Lang. & Culture","TFS","TFS","TFS"
"2021-22","660","Fulton County","0392","Chattahoochee High School","Computer Science A","47","47","25"
"2021-22","660","Fulton County","0392","Chattahoochee High School","Computer Science Principles","83","83","72"
"2021-22","660","Fulton County","0392","Chattahoochee High School","Economics: Macro","51","51","47"
"2021-22","660","Fulton County","0392","Chattahoochee High School","Economics: Micro","41","41","40"
"2021-22","660","Fulton County","0392","Chattahoochee High School","Eng. Language & Comp","120","120","104"
"2021-22","660","Fulton County","0392","Chattahoochee High School","Eng. Literature & Comp","74","74","73"
"2021-22","660","Fulton County","0392","Chattahoochee High School","Environmental Science","84","84","49"
"2021-22","660","Fulton County","0392","Chattahoochee High School","European History","42","42","28"
"2021-22","660","Fulton County","0392","Chattahoochee High School","French Language","12","12","9"
"2021-22","660","Fulton County","0392","Chattahoochee High School","Geography: Human","67","67","62"
"2021-22","660","Fulton County","0392","Chattahoochee High School","German Language","TFS","TFS","TFS"
