name,city,stabbr,basic2021,enrprofile2021,sector,control,hbcu,hsi,msi,womens,selindex,rooms,ugtenr20,tribal
Connors State College,Warner,OK,0,1,4,1,0,0,0,0,,368,2069,0
East Central University,Ada,OK,4,4,1,1,0,0,0,0,1.0,1320,2939,0
Eastern Oklahoma State College,Wilburton,OK,0,1,4,1,0,0,0,0,,536,1342,0
Redlands Community College,El Reno,OK,0,1,4,1,0,0,0,0,,240,1917,0
Randall University,Moore,OK,5,3,2,2,0,0,0,0,1.0,125,295,0
Langston University,Langston,OK,4,3,1,1,1,0,1,0,1.0,1200,1894,0
Murray State College,Tishomingo,OK,0,1,4,1,0,0,0,0,,300,2172,0
Spartan College of Aeronautics and Technology,Tulsa,OK,5,2,3,3,0,0,0,0,1.0,320,708,0
Northeastern State University,Tahlequah,OK,4,4,1,1,0,0,0,0,1.0,1186,6004,0
Northern Oklahoma College,Tonkawa,OK,0,1,4,1,0,0,0,0,,694,3374,0
Northeastern Oklahoma A&M College,Miami,OK,0,1,4,1,0,0,0,0,,800,1769,0
Northwestern Oklahoma State University,Alva,OK,4,3,1,1,0,0,0,0,1.0,886,1640,0
Oklahoma State University Center for Health Sciences,Tulsa,OK,1,7,1,1,0,0,0,0,0.0,0,0,0
Oklahoma Christian University,Edmond,OK,4,4,2,2,0,0,0,0,2.0,1709,1755,0
University of Oklahoma-Health Sciences Center,Oklahoma City,OK,1,6,1,1,0,0,0,0,0.0,151,806,0
Oklahoma Panhandle State University,Goodwell,OK,5,2,1,1,0,0,0,0,1.0,688,1337,0
Oklahoma State University-Main Campus,Stillwater,OK,2,4,1,1,0,0,0,0,2.0,6286,20323,0
Oklahoma State University-Oklahoma City,Oklahoma City,OK,0,2,1,1,0,0,0,0,1.0,0,4949,0
Oklahoma Baptist University,Shawnee,OK,4,3,2,2,0,0,0,0,2.0,1522,1647,0
Oklahoma City Community College,Oklahoma City,OK,0,1,4,1,0,0,0,0,,0,12227,0
Oklahoma City University,Oklahoma City,OK,3,5,2,2,0,0,0,0,2.0,1047,1527,0
University of Oklahoma-Norman Campus,Norman,OK,2,4,1,1,0,0,0,0,2.0,6165,21383,0
Oklahoma State University Institute of Technology,Okmulgee,OK,5,2,1,1,0,0,0,0,1.0,800,2349,0
Oral Roberts University,Tulsa,OK,4,4,2,2,0,0,0,0,1.0,2607,3682,0
Rogers State University,Claremore,OK,5,3,1,1,0,0,0,0,1.0,830,3324,0
Rose State College,Midwest City,OK,0,1,4,1,0,0,0,0,,294,6722,0
University of Science and Arts of Oklahoma,Chickasha,OK,5,2,1,1,0,0,0,0,1.0,536,733,0
Seminole State College,Seminole,OK,0,1,4,1,0,0,0,0,,230,1476,0
Southeastern Oklahoma State University,Durant,OK,4,5,1,1,0,0,0,0,1.0,725,3274,0
Southwestern Christian University,Bethany,OK,5,3,2,2,0,0,0,0,1.0,221,458,0
Southwestern Oklahoma State University,Weatherford,OK,4,4,1,1,0,0,0,0,1.0,1133,4015,0
Tulsa Community College,Tulsa,OK,0,1,4,1,0,0,0,0,,0,15568,0
Tulsa Welding School-Tulsa,Tulsa,OK,1,1,6,3,0,0,0,0,,0,785,0
University of Tulsa,Tulsa,OK,2,4,2,2,0,0,0,0,2.0,2248,2929,0
Western Oklahoma State College,Altus,OK,0,1,4,1,0,0,0,0,,129,1353,0
Blue Mountain Community College,Pendleton,OR,0,1,4,1,0,0,0,0,,0,1292,0
Central Oregon Community College,Bend,OR,0,1,4,1,0,0,0,0,,330,4304,0
Chemeketa Community College,Salem,OR,0,1,4,1,0,0,0,0,,0,8328,0
Clackamas Community College,Oregon City,OR,0,1,4,1,0,0,0,0,,0,5555,0
Clatsop Community College,Astoria,OR,0,1,4,1,0,0,0,0,,0,754,0
Concorde Career College-Portland,Portland,OR,1,1,6,3,0,0,0,0,,0,466,0
Sumner College,Portland,OR,1,1,3,3,0,0,0,0,,0,464,0
Eastern Oregon University,La Grande,OR,4,3,1,1,0,0,0,0,1.0,422,2586,0
New Hope Christian College-Eugene,Eugene,OR,1,2,2,2,0,0,0,0,1.0,156,52,0
George Fox University,Newberg,OR,3,5,2,2,0,0,0,0,2.0,1230,2481,0
Lane Community College,Eugene,OR,0,1,4,1,0,0,0,0,,270,7702,0
Lewis & Clark College,Portland,OR,5,5,2,2,0,0,0,0,3.0,1420,1830,0
Linfield University-McMinnville Campus,McMinnville,OR,5,2,2,2,0,0,0,0,2.0,1178,1392,0
Linn-Benton Community College,Albany,OR,0,1,4,1,0,0,0,0,,0,4956,0
Mount Angel Seminary,Saint Benedict,OR,1,6,2,2,0,0,0,0,1.0,144,33,0
Mt Hood Community College,Gresham,OR,0,1,4,1,0,0,0,0,,0,6812,0
Multnomah University,Portland,OR,4,5,2,2,0,0,0,0,2.0,219,336,0
National University of Natural Medicine,Portland,OR,1,6,2,2,0,0,0,0,0.0,0,38,0
Bushnell University,Eugene,OR,4,5,2,2,0,0,0,0,1.0,271,538,0
Oregon Health & Science University,Portland,OR,1,6,1,1,0,0,0,0,0.0,0,809,0
Oregon Institute of Technology,Klamath Falls,OR,5,3,1,1,0,0,0,0,2.0,676,5184,0
Oregon State University,Corvallis,OR,2,4,1,1,0,0,0,0,2.0,5055,26644,0
University of Oregon,Eugene,OR,2,4,1,1,0,0,0,0,2.0,5376,18045,0
Pacific University,Forest Grove,OR,3,6,2,2,0,0,0,0,2.0,1029,1758,0
Portland Community College,Portland,OR,0,1,4,1,0,0,0,0,,0,22904,0
Portland State University,Portland,OR,2,4,1,1,0,0,0,0,1.0,2166,18656,0
University of Portland,Portland,OR,4,3,2,2,0,0,0,0,2.0,2166,3559,0
Reed College,Portland,OR,5,3,2,2,0,0,0,0,3.0,1130,1366,0
Rogue Community College,Grants Pass,OR,0,1,4,1,0,0,0,0,,0,3765,0
Southern Oregon University,Ashland,OR,4,4,1,1,0,0,0,0,1.0,950,4518,0
Southwestern Oregon Community College,Coos Bay,OR,0,1,4,1,0,0,0,0,,396,1537,0
Treasure Valley Community College,Ontario,OR,0,1,4,1,0,0,0,0,,128,1470,0
Umpqua Community College,Roseburg,OR,0,1,4,1,0,0,0,0,,76,2140,0
Warner Pacific University,Portland,OR,5,3,2,2,0,0,0,0,1.0,292,464,0
Corban University,Salem,OR,4,4,2,2,0,0,0,0,1.0,491,966,0
Western Seminary,Portland,OR,1,7,2,2,0,0,0,0,0.0,0,0,0
Willamette University,Salem,OR,5,5,2,2,0,0,0,0,1.0,1313,1302,0
Western Oregon University,Monmouth,OR,4,3,1,1,0,0,0,0,1.0,1333,4008,0
University of Western States,Portland,OR,3,6,2,2,0,0,0,0,0.0,0,41,0
Bryn Athyn College of the New Church,Bryn Athyn,PA,5,3,2,2,0,0,0,0,1.0,299,272,0
Albright College,Reading,PA,5,3,2,2,0,0,0,0,1.0,1212,1539,0
Community College of Allegheny County,Pittsburgh,PA,0,1,4,1,0,0,0,0,,0,13217,0
Allegheny College,Meadville,PA,5,2,2,2,0,0,0,0,3.0,1793,1667,0
DeSales University,Center Valley,PA,3,4,2,2,0,0,0,0,2.0,1160,2398,0
Alvernia University,Reading,PA,3,4,2,2,0,0,0,0,2.0,1019,2045,0
American College of Financial Services,King of Prussia,PA,1,3,2,2,0,0,0,0,0.0,0,5233,0
Clarks Summit University,Clarks Summit,PA,4,5,2,2,0,0,0,0,2.0,540,507,0
Community College of Beaver County,Monaca,PA,0,1,4,1,0,0,0,0,,0,1713,0
Arcadia University,Glenside,PA,4,5,2,2,0,0,0,0,2.0,1135,2014,0
Missio Theological Seminary,Philadelphia,PA,1,7,2,2,0,0,0,0,0.0,0,0,0
Bloomsburg University of Pennsylvania,Bloomsburg,PA,4,3,1,1,0,0,0,0,1.0,3568,7731,0
Bryn Mawr College,Bryn Mawr,PA,5,4,2,2,0,0,0,1,3.0,1263,1299,0
Bucknell University,Lewisburg,PA,5,3,2,2,0,0,0,0,3.0,3278,3695,0
Bucks County Community College,Newtown,PA,0,1,4,1,0,0,0,0,,0,6988,0
Butler County Community College,Butler,PA,0,1,4,1,0,0,0,0,,0,2984,0
Cabrini University,Radnor,PA,4,4,2,2,0,0,0,0,1.0,1039,1551,0
California University of Pennsylvania,California,PA,4,4,1,1,0,0,0,0,1.0,2248,4785,0
Carlow University,Pittsburgh,PA,4,5,2,2,0,0,0,0,1.0,447,1277,0
Carnegie Mellon University,Pittsburgh,PA,2,5,2,2,0,0,0,0,3.0,4055,6622,0
Cedar Crest College,Allentown,PA,4,4,2,2,0,0,0,1,1.0,539,1088,0
Central Penn College,Summerdale,PA,5,3,3,3,0,0,0,0,0.0,403,941,0
Chatham University,Pittsburgh,PA,3,5,2,2,0,0,0,0,2.0,715,1358,0
Chestnut Hill College,Philadelphia,PA,4,4,2,2,0,0,0,0,1.0,470,1074,0
Cheyney University of Pennsylvania,Cheyney,PA,5,2,1,1,1,0,1,0,1.0,560,623,0
Clarion University of Pennsylvania,Clarion,PA,4,4,1,1,0,0,0,0,1.0,1745,3587,0
Curtis Institute of Music,Philadelphia,PA,1,4,2,2,0,0,0,0,3.0,87,113,0
Delaware County Community College,Media,PA,0,1,4,1,0,0,0,0,,0,9989,0
Delaware Valley University,Doylestown,PA,4,4,2,2,0,0,0,0,1.0,1013,1841,0
Dickinson College,Carlisle,PA,5,2,2,2,0,0,0,0,3.0,2114,1932,0
Douglas Education Center,Monessen,PA,1,1,6,3,0,0,0,0,,0,207,0
Drexel University,Philadelphia,PA,2,5,2,2,0,0,0,0,3.0,4167,14616,0
Duquesne University,Pittsburgh,PA,2,5,2,2,0,0,0,0,2.0,3779,5383,0
East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,4,3,1,1,0,0,0,0,1.0,2579,4988,0
Eastern University,Saint Davids,PA,4,5,2,2,0,0,0,0,2.0,830,1879,0
Edinboro University of Pennsylvania,Edinboro,PA,4,4,1,1,0,0,0,0,1.0,1393,3146,0
Elizabethtown College,Elizabethtown,PA,4,3,2,2,0,0,0,0,2.0,1349,1688,0
Erie Institute of Technology Inc,Erie,PA,1,1,6,3,0,0,0,0,,0,282,0
Evangelical Theological Seminary,Myerstown,PA,4,7,2,2,0,0,0,0,0.0,0,0,0
Franklin and Marshall College,Lancaster,PA,5,2,2,2,0,0,0,0,3.0,2313,2254,0
Gannon University,Erie,PA,3,4,2,2,0,0,0,0,2.0,1418,3208,0
Geneva College,Beaver Falls,PA,4,3,2,2,0,0,0,0,2.0,942,1201,0
Gettysburg College,Gettysburg,PA,5,2,2,2,0,0,0,0,3.0,2892,2507,0
Gratz College,Melrose Park,PA,4,6,2,2,0,0,0,0,0.0,0,159,0
Grove City College,Grove City,PA,5,2,2,2,0,0,0,0,2.0,2249,2277,0
Gwynedd Mercy University,Gwynedd Valley,PA,3,5,2,2,0,0,0,0,1.0,531,1990,0
Harcum College,Bryn Mawr,PA,0,1,5,2,0,0,0,0,,330,1150,0
Harrisburg Area Community College,Harrisburg,PA,0,1,4,1,0,0,0,0,,0,15376,0
Haverford College,Haverford,PA,5,2,2,2,0,0,0,0,3.0,1340,1307,0
Commonwealth Technical Institute,Johnstown,PA,0,1,5,2,0,0,0,0,,350,133,0
Holy Family University,Philadelphia,PA,4,4,2,2,0,0,0,0,1.0,315,2138,0
Hussian College-Philadelphia,Philadelphia,PA,1,2,3,3,0,0,0,0,3.0,0,101,0
Immaculata University,Immaculata,PA,3,5,2,2,0,0,0,0,1.0,501,1614,0
Indiana University of Pennsylvania-Main Campus,Indiana,PA,2,4,1,1,0,0,0,0,1.0,3908,8002,0
Great Lakes Institute of Technology,Erie,PA,1,1,6,3,0,0,0,0,,0,429,0
Johnson College,Scranton,PA,0,1,5,2,0,0,0,0,,0,497,0
Juniata College,Huntingdon,PA,5,3,2,2,0,0,0,0,2.0,1268,1303,0
Keystone College,La Plume,PA,5,3,2,2,0,0,0,0,1.0,510,1324,0
King's College,Wilkes-Barre,PA,4,3,2,2,0,0,0,0,1.0,1052,2059,0
Kutztown University of Pennsylvania,Kutztown,PA,4,3,1,1,0,0,0,0,1.0,3990,6945,0
La Roche University,Pittsburgh,PA,4,4,2,2,0,0,0,0,1.0,588,1085,0
La Salle University,Philadelphia,PA,3,4,2,2,0,0,0,0,2.0,1962,3293,0
Lackawanna College,Scranton,PA,5,2,2,2,0,0,0,0,1.0,313,2043,0
Lafayette College,Easton,PA,5,2,2,2,0,0,0,0,3.0,2536,2514,0
Lancaster Bible College,Lancaster,PA,4,4,2,2,0,0,0,0,0.0,450,1610,0
Lancaster Theological Seminary,Lancaster,PA,1,7,2,2,0,0,0,0,0.0,68,0,0
Lansdale School of Business,North Wales,PA,0,1,6,3,0,0,0,0,,0,119,0
Lebanon Valley College,Annville,PA,4,3,2,2,0,0,0,0,2.0,1322,1699,0
Lehigh Carbon Community College,Schnecksville,PA,0,1,4,1,0,0,0,0,,0,6205,0
Miller-Motte College-Berks Technical Institute,Wyomissing,PA,0,1,6,3,0,0,0,0,,0,429,0
Lehigh University,Bethlehem,PA,2,4,2,2,0,0,0,0,3.0,2453,5203,0
Lincoln Technical Institute-Allentown,Allentown,PA,0,1,6,3,0,0,0,0,,0,599,0
Lincoln Technical Institute-Philadelphia,Philadelphia,PA,1,1,6,3,0,0,0,0,,0,389,0
Lincoln University,Lincoln University,PA,4,3,1,1,1,0,1,0,1.0,1800,1895,0
Lock Haven University,Lock Haven,PA,4,4,1,1,0,0,0,0,1.0,1143,2727,0
United Lutheran Seminary,Gettysburg,PA,1,7,2,2,0,0,0,0,0.0,130,0,0
Luzerne County Community College,Nanticoke,PA,0,1,4,1,0,0,0,0,,0,4454,0
Lycoming College,Williamsport,PA,5,2,2,2,0,0,0,0,2.0,1073,1065,0
Manor College,Jenkintown,PA,0,3,2,2,0,0,0,0,1.0,81,833,0
Mansfield University of Pennsylvania,Mansfield,PA,5,3,1,1,0,0,0,0,1.0,1319,1776,0
Marywood University,Scranton,PA,4,5,2,2,0,0,0,0,2.0,862,1808,0
Vet Tech Institute,Pittsburgh,PA,1,1,6,3,0,0,0,0,,0,292,0
Mercyhurst University,Erie,PA,4,4,2,2,0,0,0,0,1.0,1900,2370,0
Messiah University,Mechanicsburg,PA,4,4,2,2,0,0,0,0,2.0,2403,2614,0
Millersville University of Pennsylvania,Millersville,PA,4,3,1,1,0,0,0,0,1.0,2233,6454,0
Misericordia University,Dallas,PA,3,4,2,2,0,0,0,0,1.0,823,1845,0
Montgomery County Community College,Blue Bell,PA,0,1,4,1,0,0,0,0,,0,9827,0
Moore College of Art and Design,Philadelphia,PA,1,3,2,2,0,0,0,1,3.0,184,365,0
Moravian University,Bethlehem,PA,4,4,2,2,0,0,0,0,1.0,1227,1997,0
Mount Aloysius College,Cresson,PA,5,3,2,2,0,0,0,0,1.0,540,2770,0
Muhlenberg College,Allentown,PA,5,3,2,2,0,0,0,0,3.0,1922,2046,0
Neumann University,Aston,PA,4,4,2,2,0,0,0,0,1.0,665,1942,0
New Castle School of Trades,New Castle,PA,0,1,6,3,0,0,0,0,,0,606,0
Northampton County Area Community College,Bethlehem,PA,0,1,4,1,0,0,0,0,,578,8951,0
Salus University,Elkins Park,PA,1,7,2,2,0,0,0,0,0.0,0,0,0
Pennsylvania Institute of Technology,Media,PA,1,1,5,2,0,0,0,0,,0,454,0
Peirce College,Philadelphia,PA,5,3,2,2,0,0,0,0,1.0,0,947,0
Penn Commercial Business/Technical School,Washington,PA,0,1,6,3,0,0,0,0,,0,238,0
Pennco Tech-Bristol,Bristol,PA,1,1,6,3,0,0,0,0,,16,511,0
Pennsylvania Academy of the Fine Arts,Philadelphia,PA,1,5,2,2,0,0,0,0,1.0,29,135,0
Pennsylvania College of Art and Design,Lancaster,PA,1,2,2,2,0,0,0,0,3.0,90,242,0
University of Pennsylvania,Philadelphia,PA,2,6,2,2,0,0,0,0,3.0,6400,11155,0
The University of the Arts,Philadelphia,PA,1,3,2,2,0,0,0,0,2.0,642,1380,0
Cairn University-Langhorne,Langhorne,PA,4,4,2,2,0,0,0,0,1.0,484,924,0
Philadelphia College of Osteopathic Medicine,Philadelphia,PA,1,7,2,2,0,0,0,0,0.0,0,0,0
University of the Sciences,Philadelphia,PA,3,5,2,2,0,0,0,0,2.0,688,1461,0
Community College of Philadelphia,Philadelphia,PA,0,1,4,1,0,0,0,0,,0,13672,0
University of Pittsburgh-Bradford,Bradford,PA,5,2,1,1,0,0,0,0,1.0,1085,1305,0
University of Pittsburgh-Greensburg,Greensburg,PA,5,2,1,1,0,0,0,0,2.0,674,1408,0
University of Pittsburgh-Johnstown,Johnstown,PA,5,2,1,1,0,0,0,0,2.0,1831,2356,0
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,2,5,1,1,0,0,0,0,3.0,8097,23157,0
University of Pittsburgh-Titusville,Titusville,PA,0,1,4,1,0,0,0,0,,0,33,0
Pittsburgh Institute of Aeronautics,West Mifflin,PA,1,1,5,2,0,0,0,0,,0,567,0
Pittsburgh Institute of Mortuary Science Inc,Pittsburgh,PA,1,1,5,2,0,0,0,0,,0,191,0
Pittsburgh Technical College,Oakdale,PA,0,2,2,2,0,0,0,0,1.0,494,1559,0
Pittsburgh Theological Seminary,Pittsburgh,PA,1,7,2,2,0,0,0,0,0.0,89,0,0
Point Park University,Pittsburgh,PA,3,4,2,2,0,0,0,0,1.0,1070,2791,0
Reading Area Community College,Reading,PA,0,1,4,1,0,1,1,0,,0,3924,0
Reconstructionist Rabbinical College,Wyncote,PA,1,7,2,2,0,0,0,0,0.0,0,0,0
Walnut Hill College,Philadelphia,PA,1,2,3,3,0,0,0,0,2.0,120,159,0
Robert Morris University,Moon Township,PA,3,3,2,2,0,0,0,0,2.0,1898,3312,0
Rosedale Technical College,Pittsburgh,PA,1,1,5,2,0,0,0,0,,0,385,0
Rosemont College,Rosemont,PA,4,5,2,2,0,0,0,0,1.0,400,480,0
Saint Francis University,Loretto,PA,4,4,2,2,0,0,0,0,2.0,1310,2279,0
Saint Joseph's University,Philadelphia,PA,4,4,2,2,0,0,0,0,2.0,2584,4299,0
Saint Vincent College,Latrobe,PA,5,3,2,2,0,0,0,0,1.0,1283,1462,0
Saint Vincent Seminary,Latrobe,PA,1,7,2,2,0,0,0,0,0.0,80,0,0
University of Scranton,Scranton,PA,4,4,2,2,0,0,0,0,2.0,2614,3658,0
Seton Hill University,Greensburg,PA,4,4,2,2,0,0,0,0,2.0,901,1635,0
Laurel Technical Institute,Hermitage,PA,0,1,6,3,0,0,0,0,,0,122,0
Shippensburg University of Pennsylvania,Shippensburg,PA,4,3,1,1,0,0,0,0,1.0,2209,5324,0
Slippery Rock University of Pennsylvania,Slippery Rock,PA,4,4,1,1,0,0,0,0,1.0,2800,7399,0
Saint Charles Borromeo Seminary-Overbrook,Wynnewood,PA,1,6,2,2,0,0,0,0,1.0,246,39,0
South Hills School of Business & Technology,State College,PA,0,1,6,3,0,0,0,0,,0,307,0
Susquehanna University,Selinsgrove,PA,5,3,2,2,0,0,0,0,2.0,2088,2239,0
Swarthmore College,Swarthmore,PA,5,2,2,2,0,0,0,0,3.0,1556,1437,0
Thaddeus Stevens College of Technology,Lancaster,PA,0,1,4,1,0,0,0,0,,650,1227,0
Talmudical Yeshiva of Philadelphia,Philadelphia,PA,1,2,2,2,0,0,0,0,1.0,230,132,0
Temple University,Philadelphia,PA,2,4,1,1,0,0,0,0,2.0,5604,27306,0
Theological Seminary of the Reformed Episcopal Church,Blue Bell,PA,1,7,2,2,0,0,0,0,0.0,4,0,0
Thiel College,Greenville,PA,5,3,2,2,0,0,0,0,1.0,929,744,0
Thomas Jefferson University,Philadelphia,PA,2,5,2,2,0,0,0,0,2.0,1916,3783,0
Triangle Tech Inc-Pittsburgh,Pittsburgh,PA,0,1,6,3,0,0,0,0,,0,109,0
Triangle Tech Inc-Greensburg,Greensburg,PA,0,1,6,3,0,0,0,0,,0,127,0
Triangle Tech Inc-Dubois,Falls Creek,PA,0,1,6,3,0,0,0,0,,0,132,0
Trinity Episcopal School for Ministry,Ambridge,PA,1,7,2,2,0,0,0,0,0.0,0,0,0
Ursinus College,Collegeville,PA,5,2,2,2,0,0,0,0,3.0,1367,1493,0
University of Valley Forge,Phoenixville,PA,5,3,2,2,0,0,0,0,2.0,654,495,0
Valley Forge Military College,Wayne,PA,0,1,5,2,0,0,0,0,,382,110,0
Villanova University,Villanova,PA,2,4,2,2,0,0,0,0,3.0,5400,7037,0
Washington & Jefferson College,Washington,PA,5,3,2,2,0,0,0,0,1.0,1406,1165,0
Waynesburg University,Waynesburg,PA,4,4,2,2,0,0,0,0,1.0,1134,1257,0
West Chester University of Pennsylvania,West Chester,PA,2,4,1,1,0,0,0,0,2.0,5160,14712,0
Pittsburgh Career Institute,Pittsburgh,PA,1,1,6,3,0,0,0,0,,0,217,0
Westminster College,New Wilmington,PA,5,3,2,2,0,0,0,0,2.0,937,1149,0
Westminster Theological Seminary,Glenside,PA,1,7,2,2,0,0,0,0,0.0,28,0,0
Westmoreland County Community College,Youngwood,PA,0,1,4,1,0,0,0,0,,0,4369,0
Widener University,Chester,PA,3,5,2,2,0,0,0,0,2.0,1726,2912,0
Wilkes University,Wilkes-Barre,PA,3,5,2,2,0,0,0,0,2.0,1184,2243,0
Williamson College of the Trades,Media,PA,0,1,5,2,0,0,0,0,,272,249,0
Wilson College,Chambersburg,PA,4,4,2,2,0,0,0,0,1.0,482,1041,0
Yeshivath Beth Moshe,Scranton,PA,1,3,2,2,0,0,0,0,1.0,80,39,0
York College of Pennsylvania,York,PA,4,3,2,2,0,0,0,0,1.0,2441,3748,0
YTI Career Institute-York,York,PA,0,1,6,3,0,0,0,0,,0,708,0
Brown University,Providence,RI,2,5,2,2,0,0,0,0,3.0,4903,6792,0
Bryant University,Smithfield,RI,4,3,2,2,0,0,0,0,2.0,2974,3281,0
Johnson & Wales University-Providence,Providence,RI,4,3,2,2,0,0,0,0,1.0,3121,5120,0
New England Institute of Technology,East Greenwich,RI,4,3,2,2,0,0,0,0,2.0,416,1843,0
Providence College,Providence,RI,4,3,2,2,0,0,0,0,3.0,3243,4298,0
Rhode Island College,Providence,RI,4,3,1,1,0,0,0,0,1.0,1089,5998,0
Community College of Rhode Island,Warwick,RI,0,1,4,1,0,0,0,0,,0,13684,0
University of Rhode Island,Kingston,RI,2,4,1,1,0,0,0,0,2.0,6610,14904,0
Rhode Island School of Design,Providence,RI,4,4,2,2,0,0,0,0,3.0,1629,1736,0
Roger Williams University,Bristol,RI,4,3,2,2,0,0,0,0,1.0,2992,4346,0
Salve Regina University,Newport,RI,4,4,2,2,0,0,0,0,2.0,1285,2150,0
Northpoint Bible College,Haverhill,MA,1,3,2,2,0,0,0,0,1.0,400,258,0
Aiken Technical College,Graniteville,SC,0,1,4,1,0,0,0,0,,0,1925,0
Allen University,Columbia,SC,5,3,2,2,1,0,1,0,2.0,458,656,0
Anderson University,Anderson,SC,4,4,2,2,0,0,0,0,2.0,1472,3083,0
Charleston Southern University,Charleston,SC,4,4,2,2,0,0,0,0,1.0,1424,2720,0
Technical College of the Lowcountry,Beaufort,SC,0,1,4,1,0,0,0,0,,0,2119,0
Benedict College,Columbia,SC,5,3,2,2,1,0,1,0,2.0,1672,1724,0
Bob Jones University,Greenville,SC,4,3,2,2,0,0,0,0,1.0,3998,2639,0
Southern Wesleyan University,Central,SC,4,4,2,2,0,0,0,0,2.0,570,1085,0
College of Charleston,Charleston,SC,4,3,1,1,0,0,0,0,2.0,3417,9300,0
Northeastern Technical College,Cheraw,SC,0,1,4,1,0,0,0,0,,0,1465,0
Citadel Military College of South Carolina,Charleston,SC,4,4,1,1,0,0,0,0,2.0,2372,2858,0
Claflin University,Orangeburg,SC,5,3,2,2,1,0,1,0,1.0,1355,1969,0
Clemson University,Clemson,SC,2,4,1,1,0,0,0,0,3.0,7600,20868,0
Clinton College,Rock Hill,SC,5,2,2,2,1,0,1,0,1.0,146,119,0
Coker University,Hartsville,SC,4,4,2,2,0,0,0,0,1.0,618,954,0
Columbia International University,Columbia,SC,4,5,2,2,0,0,0,0,1.0,420,857,0
Columbia College,Columbia,SC,4,4,2,2,0,0,0,1,1.0,618,979,0
Converse University,Spartanburg,SC,4,5,2,2,0,0,0,1,1.0,500,737,0
Denmark Technical College,Denmark,SC,0,1,4,1,1,0,1,0,,260,491,0
Erskine College,Due West,SC,3,3,2,2,0,0,0,0,1.0,690,809,0
Florence-Darlington Technical College,Florence,SC,0,1,4,1,0,0,0,0,,0,3315,0
Francis Marion University,Florence,SC,4,3,1,1,0,0,0,0,1.0,1539,3632,0
Furman University,Greenville,SC,5,3,2,2,0,0,0,0,3.0,2408,2345,0
Greenville Technical College,Greenville,SC,0,1,1,1,0,0,0,0,,0,10536,0
Horry-Georgetown Technical College,Conway,SC,0,1,4,1,0,0,0,0,,0,6409,0
Lander University,Greenwood,SC,5,3,1,1,0,0,0,0,1.0,1738,3391,0
Limestone University,Gaffney,SC,5,3,2,2,0,0,0,0,1.0,850,1818,0
Medical University of South Carolina,Charleston,SC,1,6,1,1,0,0,0,0,0.0,0,318,0
Midlands Technical College,West Columbia,SC,0,1,4,1,0,0,0,0,,0,8794,0
Morris College,Sumter,SC,5,2,2,2,1,0,1,0,1.0,834,395,0
Newberry College,Newberry,SC,5,2,2,2,0,0,0,0,1.0,1052,1256,0
North Greenville University,Tigerville,SC,4,4,2,2,0,0,0,0,1.0,1318,1993,0
Orangeburg Calhoun Technical College,Orangeburg,SC,0,1,4,1,0,0,0,0,,0,2257,0
Piedmont Technical College,Greenwood,SC,0,1,4,1,0,0,0,0,,0,4712,0
Presbyterian College,Clinton,SC,5,4,2,2,0,0,0,0,2.0,1122,1048,0
University of South Carolina Aiken,Aiken,SC,4,4,1,1,0,0,0,0,1.0,883,3284,0
University of South Carolina Beaufort,Bluffton,SC,5,3,1,1,0,0,0,0,1.0,1061,1999,0
University of South Carolina-Columbia,Columbia,SC,2,4,1,1,0,0,0,0,3.0,9001,27271,0
University of South Carolina-Lancaster,Lancaster,SC,0,1,4,1,0,0,0,0,,0,1810,0
University of South Carolina-Salkehatchie,Allendale,SC,0,1,4,1,0,0,0,0,,0,878,0
University of South Carolina-Sumter,Sumter,SC,0,1,4,1,0,0,0,0,,0,1387,0
University of South Carolina-Union,Union,SC,0,1,4,1,0,0,0,0,,0,1071,0
Coastal Carolina University,Conway,SC,4,3,1,1,0,0,0,0,2.0,4211,9500,0
South Carolina State University,Orangeburg,SC,4,4,1,1,1,0,1,0,1.0,1454,2020,0
University of South Carolina-Upstate,Spartanburg,SC,5,3,1,1,0,0,0,0,1.0,891,5519,0
Sherman College of Chiropractic,Spartanburg,SC,1,7,2,2,0,0,0,0,0.0,0,0,0
Spartanburg Methodist College,Spartanburg,SC,0,1,2,2,0,0,0,0,,576,1051,0
Spartanburg Community College,Spartanburg,SC,0,1,4,1,0,0,0,0,,0,4108,0
Central Carolina Technical College,Sumter,SC,0,1,4,1,0,0,0,0,,0,2885,0
Tri-County Technical College,Pendleton,SC,0,1,4,1,0,0,0,0,,0,5582,0
Trident Technical College,Charleston,SC,0,1,4,1,0,0,0,0,,0,11650,0
Voorhees University,Denmark,SC,5,2,2,2,1,0,1,0,1.0,466,368,0
Williamsburg Technical College,Kingstree,SC,0,1,4,1,0,0,0,0,,0,635,0
Winthrop University,Rock Hill,SC,4,4,1,1,0,0,0,0,1.0,2148,4406,0
Wofford College,Spartanburg,SC,5,2,2,2,0,0,0,0,3.0,1636,1764,0
York Technical College,Rock Hill,SC,0,1,4,1,0,0,0,0,,0,4178,0
Augustana University,Sioux Falls,SD,4,3,2,2,0,0,0,0,2.0,1381,1735,0
Black Hills State University,Spearfish,SD,4,3,1,1,0,0,0,0,1.0,771,3413,0
Dakota State University,Madison,SD,4,4,1,1,0,0,0,0,1.0,803,2740,0
