name,city,stabbr,basic2021,enrprofile2021,sector,control,hbcu,hsi,msi,womens,selindex,rooms,ugtenr20,tribal
Dakota Wesleyan University,Mitchell,SD,5,4,2,2,0,0,0,0,1.0,520,781,0
Lake Area Technical College,Watertown,SD,0,1,4,1,0,0,0,0,,0,2217,0
Mitchell Technical College,Mitchell,SD,0,1,4,1,0,0,0,0,,0,1162,0
Mount Marty University,Yankton,SD,4,4,2,2,0,0,0,0,1.0,441,987,0
National American University-Rapid City,Rapid City,SD,3,5,3,3,0,0,0,0,1.0,0,1108,0
Kairos University,Sioux Falls,SD,1,6,2,2,0,0,0,0,0.0,0,16,0
Northern State University,Aberdeen,SD,4,4,1,1,0,0,0,0,1.0,853,2968,0
Oglala Lakota College,Kyle,SD,33,3,1,1,0,0,1,0,1.0,24,1222,1
Presentation College,Aberdeen,SD,5,3,2,2,0,0,0,0,1.0,298,598,0
South Dakota School of Mines and Technology,Rapid City,SD,4,4,1,1,0,0,0,0,3.0,1082,2146,0
South Dakota State University,Brookings,SD,2,3,1,1,0,0,0,0,2.0,4620,9976,0
Sinte Gleska University,Mission,SD,33,4,1,1,0,0,1,0,1.0,0,375,1
University of Sioux Falls,Sioux Falls,SD,4,3,2,2,0,0,0,0,1.0,759,1354,0
Sisseton Wahpeton College,Sisseton,SD,33,1,4,1,0,0,1,0,1.0,36,125,1
Southeast Technical College,Sioux Falls,SD,0,1,4,1,0,0,0,0,,202,2330,0
University of South Dakota,Vermillion,SD,2,4,1,1,0,0,0,0,2.0,2226,7103,0
Western Dakota Technical College,Rapid City,SD,0,1,4,1,0,0,0,0,,0,1324,0
American Baptist College,Nashville,TN,5,2,2,2,1,0,1,0,1.0,90,55,0
Austin Peay State University,Clarksville,TN,4,3,1,1,0,0,0,0,1.0,1803,9087,0
Baptist Health Sciences University,Memphis,TN,1,3,2,2,0,0,0,0,0.0,195,871,0
Belmont University,Nashville,TN,3,4,2,2,0,0,0,0,2.0,3787,6631,0
Bethel University,McKenzie,TN,4,4,2,2,0,0,0,0,1.0,922,3457,0
Bryan College-Dayton,Dayton,TN,4,4,2,2,0,0,0,0,1.0,663,1195,0
Carson-Newman University,Jefferson City,TN,3,4,2,2,0,0,0,0,1.0,1172,1722,0
Chattanooga State Community College,Chattanooga,TN,0,1,4,1,0,0,0,0,,0,7452,0
Christian Brothers University,Memphis,TN,4,4,2,2,0,0,0,0,2.0,670,1548,0
Pentecostal Theological Seminary,Cleveland,TN,1,6,2,2,0,0,0,0,0.0,60,106,0
Cleveland State Community College,Cleveland,TN,0,1,4,1,0,0,0,0,,0,3074,0
Columbia State Community College,Columbia,TN,0,1,4,1,0,0,0,0,,0,5931,0
Concorde Career College-Memphis,Memphis,TN,1,1,6,3,0,0,0,0,,0,1367,0
Cumberland University,Lebanon,TN,4,3,2,2,0,0,0,0,3.0,551,2397,0
Lipscomb University,Nashville,TN,3,5,2,2,0,0,0,0,2.0,1620,2997,0
Hussian College-Daymar College Nashville,Nashville,TN,0,1,3,3,0,0,0,0,,0,204,0
Dyersburg State Community College,Dyersburg,TN,0,1,4,1,0,0,0,0,,0,2650,0
East Tennessee State University,Johnson City,TN,2,4,1,1,0,0,0,0,2.0,2900,10705,0
Chattanooga College Medical Dental and Technical Careers,Chattanooga,TN,1,1,6,3,0,0,0,0,,0,252,0
Fisk University,Nashville,TN,5,3,2,2,1,0,1,0,2.0,838,879,0
Welch College,Gallatin,TN,5,3,2,2,0,0,0,0,1.0,235,335,0
Freed-Hardeman University,Henderson,TN,4,4,2,2,0,0,0,0,2.0,1228,1727,0
Jackson State Community College,Jackson,TN,0,1,4,1,0,0,0,0,,0,4203,0
John A Gupton College,Nashville,TN,1,1,5,2,0,0,0,0,,13,167,0
Johnson University,Knoxville,TN,4,4,2,2,0,0,0,0,1.0,776,720,0
King University,Bristol,TN,4,4,2,2,0,0,0,0,1.0,443,1435,0
South College,Knoxville,TN,3,4,3,3,0,0,0,0,1.0,0,4175,0
Lane College,Jackson,TN,5,2,2,2,1,0,1,0,1.0,1162,1095,0
Le Moyne-Owen College,Memphis,TN,5,2,2,2,1,0,1,0,2.0,384,654,0
Lee University,Cleveland,TN,4,3,2,2,0,0,0,0,2.0,2033,4670,0
Lincoln Memorial University,Harrogate,TN,3,6,2,2,0,0,0,0,1.0,1113,1817,0
The University of Tennessee-Southern,Pulaski,TN,5,3,1,1,0,0,0,0,1.0,392,791,0
Maryville College,Maryville,TN,5,2,2,2,0,0,0,0,2.0,941,1072,0
Meharry Medical College,Nashville,TN,1,7,2,2,1,0,1,0,0.0,275,0,0
University of Memphis,Memphis,TN,2,4,1,1,0,0,0,0,1.0,2502,17383,0
Memphis Theological Seminary,Memphis,TN,1,7,2,2,0,0,0,0,0.0,16,0,0
Middle Tennessee State University,Murfreesboro,TN,2,3,1,1,0,0,0,0,2.0,2872,19188,0
Middle Tennessee School of Anesthesia Inc,Madison,TN,1,7,2,2,0,0,0,0,0.0,0,0,0
Motlow State Community College,Tullahoma,TN,0,1,4,1,0,0,0,0,,0,6616,0
Lincoln College of Technology-Nashville,Nashville,TN,1,1,6,3,0,0,0,0,,698,1638,0
Nashville State Community College,Nashville,TN,0,1,4,1,0,0,0,0,,0,7064,0
Rhodes College,Memphis,TN,5,3,2,2,0,0,0,0,3.0,1451,1840,0
Roane State Community College,Harriman,TN,0,1,4,1,0,0,0,0,,0,5172,0
Southwest Tennessee Community College,Memphis,TN,0,1,4,1,0,0,0,0,,0,7371,0
The University of the South,Sewanee,TN,5,3,2,2,0,0,0,0,3.0,1800,1716,0
Pellissippi State Community College,Knoxville,TN,0,1,4,1,0,0,0,0,,0,9334,0
Southern Adventist University,Collegedale,TN,4,3,2,2,0,0,0,0,1.0,1600,2384,0
Southern College of Optometry,Memphis,TN,1,7,2,2,0,0,0,0,0.0,0,0,0
Tennessee Wesleyan University,Athens,TN,5,3,2,2,0,0,0,0,1.0,446,990,0
The University of Tennessee-Chattanooga,Chattanooga,TN,3,3,1,1,0,0,0,0,2.0,3351,10341,0
The University of Tennessee-Knoxville,Knoxville,TN,2,4,1,1,0,0,0,0,3.0,7714,24254,0
The University of Tennessee-Martin,Martin,TN,4,3,1,1,0,0,0,0,2.0,2255,6395,0
Tennessee State University,Nashville,TN,2,4,1,1,1,0,1,0,1.0,3745,6000,0
Tennessee Technological University,Cookeville,TN,2,3,1,1,0,0,0,0,2.0,2281,8778,0
Trevecca Nazarene University,Nashville,TN,3,6,2,2,0,0,0,0,2.0,917,2103,0
Northeast State Community College,Blountville,TN,0,1,4,1,0,0,0,0,,0,5397,0
Tusculum University,Greeneville,TN,4,4,2,2,0,0,0,0,1.0,800,1353,0
Union University,Jackson,TN,3,5,2,2,0,0,0,0,2.0,1288,2096,0
Vanderbilt University,Nashville,TN,2,5,2,2,0,0,0,0,3.0,5079,7057,0
Volunteer State Community College,Gallatin,TN,0,1,4,1,0,0,0,0,,0,8832,0
Walters State Community College,Morristown,TN,0,1,4,1,0,0,0,0,,0,5742,0
William R Moore College of Technology,Memphis,TN,0,1,5,2,0,0,0,0,,0,378,0
Abilene Christian University,Abilene,TX,3,4,2,2,0,0,0,0,2.0,2430,3494,0
Alvin Community College,Alvin,TX,0,1,4,1,0,0,0,0,,0,5737,0
Amarillo College,Amarillo,TX,0,1,4,1,0,1,1,0,,0,9079,0
Amberton University,Garland,TX,4,6,2,2,0,0,0,0,0.0,0,186,0
Angelina College,Lufkin,TX,0,1,4,1,0,0,0,0,,108,4195,0
Angelo State University,San Angelo,TX,4,4,1,1,0,1,1,0,1.0,2011,9107,0
Arlington Baptist University,Arlington,TX,5,3,2,2,0,0,0,0,1.0,152,158,0
The Art Institute of Houston,Houston,TX,5,2,3,3,0,0,0,0,1.0,0,511,0
Austin College,Sherman,TX,5,3,2,2,0,0,0,0,2.0,1203,1285,0
Austin Community College District,Austin,TX,0,2,1,1,0,0,0,0,1.0,0,39896,0
Austin Presbyterian Theological Seminary,Austin,TX,1,7,2,2,0,0,0,0,0.0,101,0,0
Baptist Health System School of Health Professions,San Antonio,TX,1,2,3,3,0,0,0,0,0.0,0,567,0
Baptist Missionary Association Theological Seminary,Jacksonville,TX,1,6,2,2,0,0,0,0,0.0,24,49,0
Baylor College of Medicine,Houston,TX,1,7,2,2,0,0,0,0,0.0,0,0,0
Baylor University,Waco,TX,2,4,2,2,0,0,0,0,2.0,5091,14399,0
Coastal Bend College,Beeville,TX,0,1,4,1,0,1,1,0,,172,4105,0
Blinn College,Brenham,TX,0,1,4,1,0,0,0,0,,1489,18220,0
Remington College-Dallas Campus,Garland,TX,0,2,2,2,0,1,1,0,1.0,0,628,0
Vet Tech Institute of Houston,Houston,TX,1,1,6,3,0,0,0,0,,0,202,0
Brazosport College,Lake Jackson,TX,0,2,1,1,0,0,0,0,1.0,0,3852,0
Central Texas College,Killeen,TX,0,1,4,1,0,0,0,0,,95,10173,0
Cisco College,Cisco,TX,0,1,4,1,0,0,0,0,,363,3256,0
Clarendon College,Clarendon,TX,0,1,4,1,0,0,0,0,,296,1334,0
Concordia University Texas,Austin,TX,4,4,2,2,0,0,0,0,1.0,300,1740,0
North Central Texas College,Gainesville,TX,0,1,4,1,0,0,0,0,,140,8352,0
Texas A & M University-Corpus Christi,Corpus Christi,TX,2,4,1,1,0,1,1,0,1.0,2832,8483,0
Dallas Baptist University,Dallas,TX,3,5,2,2,0,0,0,0,2.0,2265,2874,0
Dallas Christian College,Dallas,TX,5,2,2,2,0,0,0,0,3.0,109,246,0
Dallas Institute of Funeral Service,Dallas,TX,1,1,5,2,0,0,0,0,,0,364,0
Dallas Theological Seminary,Dallas,TX,1,7,2,2,0,0,0,0,0.0,318,0,0
University of Dallas,Irving,TX,4,5,2,2,0,0,0,0,2.0,775,1447,0
Del Mar College,Corpus Christi,TX,0,1,4,1,0,1,1,0,,0,10678,0
East Texas Baptist University,Marshall,TX,4,3,2,2,0,0,0,0,1.0,1207,1565,0
Texas A&M University-Texarkana,Texarkana,TX,4,4,1,1,0,0,0,0,1.0,294,1801,0
Texas A & M University-Commerce,Commerce,TX,3,4,1,1,0,0,0,0,1.0,2876,8349,0
Dallas College,Dallas,TX,0,1,1,1,0,1,1,0,,0,74781,0
El Paso Community College,El Paso,TX,0,1,4,1,0,1,1,0,,0,26034,0
Western Technical College,El Paso,TX,0,2,3,3,0,0,0,0,1.0,0,579,0
Western Technical College,El Paso,TX,0,2,3,3,0,0,0,0,1.0,0,1324,0
Episcopal Theological Seminary of the Southwest,Austin,TX,1,7,2,2,0,0,0,0,0.0,50,0,0
Miami International University of Art & Design-Art Institute Dallas,Dallas,TX,5,3,3,3,0,0,0,0,1.0,0,491,0
Frank Phillips College,Borger,TX,0,1,4,1,0,0,0,0,,228,1575,0
Galveston College,Galveston,TX,0,1,1,1,0,1,1,0,,102,2060,0
Grayson College,Denison,TX,0,1,1,1,0,0,0,0,,201,4066,0
Hallmark University,San Antonio,TX,5,3,2,2,0,0,0,0,3.0,0,929,0
Hardin-Simmons University,Abilene,TX,3,4,2,2,0,0,0,0,1.0,1184,1618,0
Trinity Valley Community College,Athens,TX,0,1,4,1,0,0,0,0,,500,5600,0
Hill College,Hillsboro,TX,0,1,4,1,0,0,0,0,,288,4038,0
Houston Christian University,Houston,TX,4,4,2,2,0,1,1,0,2.0,1016,2733,0
University of Houston-Clear Lake,Houston,TX,3,4,1,1,0,0,0,0,0.0,559,6582,0
Houston Community College,Houston,TX,0,1,4,1,0,0,0,0,,0,48329,0
University of Houston-Downtown,Houston,TX,4,3,1,1,0,1,1,0,0.0,0,13663,0
University of Houston-Victoria,Victoria,TX,4,5,1,1,0,1,1,0,0.0,924,3513,0
University of Houston,Houston,TX,2,4,1,1,0,1,1,0,2.0,8397,39165,0
Howard College,Big Spring,TX,0,1,4,1,0,1,1,0,,252,3674,0
Howard Payne University,Brownwood,TX,5,3,2,2,0,0,0,0,3.0,676,981,0
Huston-Tillotson University,Austin,TX,5,3,2,2,1,0,1,0,1.0,422,1045,0
University of the Incarnate Word,San Antonio,TX,3,5,2,2,0,1,1,0,1.0,1140,5081,0
Jacksonville College-Main Campus,Jacksonville,TX,0,1,5,2,0,0,0,0,,191,482,0
Jarvis Christian University,Hawkins,TX,5,2,2,2,1,0,1,0,1.0,797,719,0
KD Conservatory College of Film and Dramatic Arts,Dallas,TX,1,1,6,3,0,0,0,0,,0,71,0
Kilgore College,Kilgore,TX,0,1,4,1,0,0,0,0,,520,5100,0
Lamar University,Beaumont,TX,3,5,1,1,0,0,0,0,0.0,2505,8588,0
Lamar State College-Orange,Orange,TX,0,1,4,1,0,0,0,0,,0,2382,0
Lamar State College-Port Arthur,Port Arthur,TX,0,1,4,1,0,0,0,0,,0,2485,0
Laredo College,Laredo,TX,0,2,1,1,0,1,1,0,1.0,0,9292,0
Texas A & M International University,Laredo,TX,4,4,1,1,0,1,1,0,1.0,736,7084,0
Lee College,Baytown,TX,0,1,4,1,0,1,1,0,,0,7487,0
LeTourneau University,Longview,TX,4,3,2,2,0,0,0,0,2.0,1204,2853,0
Lincoln College of Technology-Grand Prairie,Grand Prairie,TX,1,1,6,3,0,0,0,0,,0,1455,0
Lubbock Christian University,Lubbock,TX,4,3,2,2,0,0,0,0,1.0,604,1382,0
College of the Mainland,Texas City,TX,0,1,4,1,0,1,1,0,,0,4335,0
University of Mary Hardin-Baylor,Belton,TX,3,4,2,2,0,0,0,0,1.0,2060,3379,0
McLennan Community College,Waco,TX,0,1,4,1,0,1,1,0,,0,7742,0
McMurry University,Abilene,TX,5,3,2,2,0,0,0,0,1.0,593,1087,0
Midland College,Midland,TX,0,2,1,1,0,0,0,0,1.0,297,4737,0
Midwestern State University,Wichita Falls,TX,4,3,1,1,0,0,0,0,1.0,1768,5141,0
Wade College,Dallas,TX,5,2,3,3,0,0,0,0,1.0,0,180,0
Southern Careers Institute-Austin,Austin,TX,1,1,6,3,0,0,0,0,,0,987,0
Navarro College,Corsicana,TX,0,1,4,1,0,0,0,0,,861,7139,0
Lone Star College System,The Woodlands,TX,0,1,1,1,0,1,1,0,,0,70109,0
University of North Texas,Denton,TX,2,4,1,1,0,0,0,0,2.0,6747,32814,0
Northeast Texas Community College,Mount Pleasant,TX,0,1,4,1,0,1,1,0,,220,2758,0
Oblate School of Theology,San Antonio,TX,1,7,2,2,0,0,0,0,0.0,0,0,0
Odessa College,Odessa,TX,0,1,1,1,0,0,0,0,,236,7019,0
Our Lady of the Lake University,San Antonio,TX,3,6,2,2,0,1,1,0,1.0,601,1294,0
The University of Texas Rio Grande Valley,Edinburg,TX,2,4,1,1,0,1,1,0,1.0,1109,26762,0
Texas Southmost College,Brownsville,TX,0,1,4,1,0,1,1,0,,0,8777,0
Panola College,Carthage,TX,0,1,4,1,0,0,0,0,,228,2513,0
Paris Junior College,Paris,TX,0,1,4,1,0,0,0,0,,260,4421,0
Paul Quinn College,Dallas,TX,5,2,2,2,1,0,1,0,1.0,335,468,0
Prairie View A & M University,Prairie View,TX,2,3,1,1,1,0,1,0,1.0,4270,8372,0
Ranger College,Ranger,TX,0,1,4,1,0,0,0,0,,368,2200,0
Rice University,Houston,TX,2,5,2,2,0,0,0,0,3.0,3314,4076,0
Saint Edward's University,Austin,TX,4,3,2,2,0,1,1,0,1.0,1528,3014,0
St Philip's College,San Antonio,TX,0,1,4,1,1,0,1,0,,0,12696,0
University of St Thomas,Houston,TX,3,4,2,2,0,0,0,0,1.0,425,2411,0
Sam Houston State University,Huntsville,TX,2,3,1,1,0,0,0,0,1.0,3470,18811,0
San Antonio College,San Antonio,TX,0,1,4,1,0,1,1,0,,0,19231,0
San Jacinto Community College,Pasadena,TX,0,1,1,1,0,1,1,0,,0,31110,0
Schreiner University,Kerrville,TX,4,3,2,2,0,1,1,0,1.0,1091,1145,0
St. Mary's University,San Antonio,TX,4,5,2,2,0,1,1,0,2.0,1546,2139,0
South Plains College,Levelland,TX,0,1,4,1,0,1,1,0,,774,8880,0
South Texas College of Law Houston,Houston,TX,1,7,2,2,0,0,0,0,0.0,0,0,0
Southern Methodist University,Dallas,TX,2,5,2,2,0,0,0,0,3.0,3403,6827,0
Southwest Texas Junior College,Uvalde,TX,0,1,4,1,0,1,1,0,,251,6480,0
Southwestern Assemblies of God University,Waxahachie,TX,4,4,2,2,0,0,0,0,1.0,902,1632,0
Southwestern University,Georgetown,TX,5,2,2,2,0,0,0,0,2.0,1124,1506,0
Stephen F Austin State University,Nacogdoches,TX,4,3,1,1,0,0,0,0,1.0,4441,10987,0
Texas State University,San Marcos,TX,2,4,1,1,0,1,1,0,2.0,6854,33193,0
Southwestern Adventist University,Keene,TX,5,3,2,2,0,1,1,0,1.0,340,745,0
Southwestern Christian College,Terrell,TX,0,2,2,2,1,0,1,0,1.0,215,84,0
Sul Ross State University,Alpine,TX,4,4,1,1,0,1,1,0,1.0,779,1789,0
Tarleton State University,Stephenville,TX,2,3,1,1,0,0,0,0,1.0,3630,11893,0
Tarrant County College District,Fort Worth,TX,0,1,4,1,0,1,1,0,,0,43000,0
Temple College,Temple,TX,0,1,4,1,0,0,0,0,,0,4940,0
University of Texas Southwestern Medical Center,Dallas,TX,1,7,1,1,0,0,0,0,0.0,402,0,0
The University of Texas Health Science Center at San Antonio,San Antonio,TX,1,6,1,1,0,1,1,0,0.0,0,804,0
The University of Texas Medical Branch at Galveston,Galveston,TX,1,6,1,1,0,0,0,0,0.0,296,708,0
Texarkana College,Texarkana,TX,0,1,4,1,0,0,0,0,,0,3810,0
Texas A & M University-Kingsville,Kingsville,TX,2,4,1,1,0,1,1,0,1.0,2240,5675,0
Texas A & M University-College Station,College Station,TX,2,4,1,1,0,1,1,0,3.0,11366,55568,0
The University of Texas at Arlington,Arlington,TX,2,4,1,1,0,1,1,0,0.0,9940,35064,0
The University of Texas at Austin,Austin,TX,2,4,1,1,0,0,0,0,3.0,7784,40048,0
The University of Texas at Dallas,Richardson,TX,2,4,1,1,0,0,0,0,3.0,5543,21187,0
The University of Texas at El Paso,El Paso,TX,2,4,1,1,0,1,1,0,1.0,988,21117,0
The University of Texas at Tyler,Tyler,TX,2,4,1,1,0,0,0,0,2.0,1724,7237,0
Texas Chiropractic College Foundation Inc,Pasadena,TX,1,7,2,2,0,0,0,0,0.0,0,0,0
Texas Christian University,Fort Worth,TX,2,4,2,2,0,0,0,0,3.0,4945,9704,0
Texas College,Tyler,TX,5,2,2,2,1,0,1,0,1.0,602,764,0
University of North Texas Health Science Center,Fort Worth,TX,1,7,1,1,0,0,0,0,0.0,0,0,0
Texas Lutheran University,Seguin,TX,5,3,2,2,0,1,1,0,2.0,971,1455,0
The University of Texas Permian Basin,Odessa,TX,4,4,1,1,0,1,1,0,0.0,1173,4496,0
The University of Texas at San Antonio,San Antonio,TX,2,4,1,1,0,1,1,0,2.0,4302,29959,0
Texas Southern University,Houston,TX,2,4,1,1,1,0,1,0,1.0,1932,5298,0
Texas Tech University,Lubbock,TX,2,4,1,1,0,0,0,0,2.0,7996,33269,0
Texas Wesleyan University,Fort Worth,TX,3,5,2,2,0,0,0,0,1.0,513,1406,0
Texas Woman's University,Denton,TX,3,5,1,1,0,1,1,0,1.0,2192,10664,0
Trinity University,San Antonio,TX,5,3,2,2,0,0,0,0,3.0,2136,2504,0
The University of Texas Health Science Center at Houston,Houston,TX,1,6,1,1,0,0,0,0,0.0,0,687,0
Texas Tech University Health Sciences Center,Lubbock,TX,1,6,1,1,0,0,0,0,0.0,0,1393,0
Tyler Junior College,Tyler,TX,0,2,1,1,0,0,0,0,1.0,1151,11749,0
Vernon College,Vernon,TX,0,1,4,1,0,0,0,0,,148,2773,0
Victoria College,Victoria,TX,0,1,4,1,0,1,1,0,,0,3274,0
Wayland Baptist University,Plainview,TX,4,4,2,2,0,0,0,0,0.0,790,3015,0
Weatherford College,Weatherford,TX,0,1,1,1,0,0,0,0,,270,5480,0
West Texas A & M University,Canyon,TX,4,4,1,1,0,0,0,0,1.0,2200,7326,0
Western Texas College,Snyder,TX,0,1,4,1,0,1,1,0,,350,1442,0
Wharton County Junior College,Wharton,TX,0,1,4,1,0,1,1,0,,127,6099,0
Wiley University,Marshall,TX,5,2,2,2,1,0,1,0,1.0,784,615,0
Brigham Young University,Provo,UT,2,3,2,2,0,0,0,0,3.0,6861,33376,0
Brigham Young University-Hawaii,Laie,HI,5,2,2,2,0,0,0,0,2.0,2125,3180,0
Broadview College,West Jordan,UT,1,1,3,3,0,0,0,0,,0,268,0
Utah Tech University,Saint George,UT,5,3,1,1,0,0,0,0,1.0,651,11988,0
Eagle Gate College-Murray,Murray,UT,1,3,3,3,0,0,0,0,1.0,0,254,0
Ensign College,Salt Lake City,UT,0,1,5,2,0,0,0,0,,0,1829,0
Snow College,Ephraim,UT,0,2,1,1,0,0,0,0,1.0,750,5800,0
Southern Utah University,Cedar City,UT,4,3,1,1,0,0,0,0,2.0,913,11249,0
Utah State University,Logan,UT,2,3,1,1,0,0,0,0,2.0,3095,24647,0
Utah Valley University,Orem,UT,4,3,1,1,0,0,0,0,1.0,0,40311,0
Salt Lake Community College,Salt Lake City,UT,0,1,4,1,0,0,0,0,,0,27293,0
University of Utah,Salt Lake City,UT,2,5,1,1,0,0,0,0,2.0,5914,24643,0
Weber State University,Ogden,UT,4,3,1,1,0,0,0,0,1.0,1001,28685,0
Westminster University,Salt Lake City,UT,4,4,2,2,0,0,0,0,2.0,713,1426,0
Bennington College,Bennington,VT,5,4,2,2,0,0,0,0,2.0,765,697,0
Castleton University,Castleton,VT,4,4,1,1,0,0,0,0,1.0,1100,1744,0
Champlain College,Burlington,VT,4,3,2,2,0,0,0,0,1.0,1460,3512,0
Community College of Vermont,Montpelier,VT,0,1,4,1,0,0,0,0,,0,5102,0
Goddard College,Plainfield,VT,4,6,2,2,0,0,0,0,1.0,0,155,0
Northern Vermont University,Johnson,VT,4,3,1,1,0,0,0,0,2.0,1351,1706,0
Middlebury College,Middlebury,VT,5,3,2,2,0,0,0,0,3.0,2556,2580,0
Norwich University,Northfield,VT,4,4,2,2,0,0,0,0,2.0,2227,3236,0
Saint Michael's College,Colchester,VT,5,3,2,2,0,0,0,0,1.0,1498,1537,0
SIT Graduate Institute,Brattleboro,VT,4,6,2,2,0,0,0,0,0.0,0,57,0
Sterling College,Craftsbury Common,VT,5,2,2,2,0,0,0,0,1.0,118,139,0
Vermont Law and Graduate School,South Royalton,VT,1,7,2,2,0,0,0,0,0.0,0,0,0
Vermont Technical College,Randolph,VT,5,3,1,1,0,0,0,0,2.0,589,1516,0
University of Vermont,Burlington,VT,2,4,1,1,0,0,0,0,3.0,5872,11136,0
Advanced Technology Institute,Virginia Beach,VA,1,1,6,3,0,0,0,0,,0,461,0
Averett University,Danville,VA,4,4,2,2,0,0,0,0,1.0,589,1083,0
Blue Ridge Community College,Weyers Cave,VA,0,1,4,1,0,0,0,0,,0,3462,0
Bluefield University,Bluefield,VA,4,4,2,2,0,0,0,0,2.0,438,753,0
Bridgewater College,Bridgewater,VA,5,3,2,2,0,0,0,0,1.0,1540,1552,0
William & Mary,Williamsburg,VA,2,4,1,1,0,0,0,0,3.0,4852,6236,0
Regent University,Virginia Beach,VA,3,5,2,2,0,0,0,0,0.0,1005,4533,0
Central Virginia Community College,Lynchburg,VA,0,1,4,1,0,0,0,0,,0,3370,0
Christopher Newport University,Newport News,VA,4,3,1,1,0,0,0,0,2.0,3816,4758,0
Bryant & Stratton College-Virginia Beach,Virginia Beach,VA,0,2,3,3,0,0,0,0,1.0,0,1515,0
Mountain Gateway Community College,Clifton Forge,VA,0,1,4,1,0,0,0,0,,0,1075,0
Danville Community College,Danville,VA,0,1,4,1,0,0,0,0,,0,2411,0
Eastern Virginia Medical School,Norfolk,VA,1,7,1,1,0,0,0,0,0.0,106,0,0
Centura College-Virginia Beach,Virginia Beach,VA,5,2,3,3,0,0,0,0,1.0,0,99,0
Emory & Henry College,Emory,VA,4,4,2,2,0,0,0,0,1.0,799,956,0
Eastern Mennonite University,Harrisonburg,VA,4,4,2,2,0,0,0,0,2.0,672,896,0
Eastern Shore Community College,Melfa,VA,0,1,4,1,0,0,0,0,,0,677,0
Ferrum College,Ferrum,VA,5,3,2,2,0,0,0,0,1.0,1439,962,0
George Mason University,Fairfax,VA,2,4,1,1,0,0,0,0,2.0,6511,27104,0
Germanna Community College,Locust Grove,VA,0,1,4,1,0,0,0,0,,0,7679,0
Hampden-Sydney College,Hampden-Sydney,VA,5,2,2,2,0,0,0,0,2.0,1122,881,0
Hampton University,Hampton,VA,3,4,2,2,1,0,1,0,3.0,2748,3063,0
Hollins University,Roanoke,VA,5,3,2,2,0,0,0,1,2.0,667,687,0
J Sargeant Reynolds Community College,Richmond,VA,0,1,4,1,0,0,0,0,,0,7759,0
James Madison University,Harrisonburg,VA,2,3,1,1,0,0,0,0,2.0,6667,19727,0
Brightpoint Community College,Chester,VA,0,1,4,1,0,0,0,0,,0,9440,0
Liberty University,Lynchburg,VA,3,5,2,2,0,0,0,0,2.0,8068,47988,0
Longwood University,Farmville,VA,4,4,1,1,0,0,0,0,1.0,2700,3940,0
Laurel Ridge Community College,Middletown,VA,0,1,4,1,0,0,0,0,,0,6337,0
University of Lynchburg,Lynchburg,VA,3,5,2,2,0,0,0,0,1.0,1687,1822,0
Centra College,Lynchburg,VA,1,2,2,2,0,0,0,0,0.0,0,314,0
Mary Baldwin University,Staunton,VA,3,5,2,2,0,0,0,0,1.0,784,1477,0
University of Mary Washington,Fredericksburg,VA,5,3,1,1,0,0,0,0,2.0,2508,3993,0
Marymount University,Arlington,VA,3,5,2,2,0,0,0,0,1.0,835,2041,0
Sovah School of Health Professions,Danville,VA,1,1,6,3,0,0,0,0,,0,13,0
Mountain Empire Community College,Big Stone Gap,VA,0,1,4,1,0,0,0,0,,0,2253,0
American National University,Salem,VA,5,4,3,3,0,0,0,0,1.0,0,810,0
New River Community College,Dublin,VA,0,1,4,1,0,0,0,0,,0,4137,0
Sentara College of Health Sciences,Chesapeake,VA,1,4,2,2,0,0,0,0,0.0,0,275,0
Norfolk State University,Norfolk,VA,4,3,1,1,1,0,1,0,1.0,2765,4992,0
Northern Virginia Community College,Annandale,VA,0,1,4,1,0,0,0,0,,0,52873,0
Old Dominion University,Norfolk,VA,2,4,1,1,0,0,0,0,1.0,4985,19622,0
Patrick & Henry Community College,Martinsville,VA,0,1,4,1,0,0,0,0,,0,2050,0
Paul D Camp Community College,Franklin,VA,0,1,4,1,0,0,0,0,,0,1237,0
Southside College of Health Sciences,Colonial Heights,VA,1,1,6,3,0,0,0,0,,0,115,0
Piedmont Virginia Community College,Charlottesville,VA,0,1,4,1,0,0,0,0,,0,4864,0
Radford University,Radford,VA,3,4,1,1,0,0,0,0,2.0,3889,7307,0
Randolph-Macon College,Ashland,VA,5,2,2,2,0,0,0,0,2.0,1206,1554,0
Randolph College,Lynchburg,VA,5,4,2,2,0,0,0,0,1.0,621,508,0
Rappahannock Community College,Glenns,VA,0,1,4,1,0,0,0,0,,0,2629,0
Fortis College-Norfolk,Norfolk,VA,1,1,6,3,0,0,0,0,,0,454,0
Richard Bland College,South Prince George,VA,1,1,4,1,0,0,0,0,,476,2218,0
Bon Secours Memorial College of Nursing,Richmond,VA,1,2,2,2,0,0,0,0,0.0,0,456,0
University of Richmond,University of Richmond,VA,5,4,2,2,0,0,0,0,3.0,2875,3323,0
Riverside College of Health Careers,Newport News,VA,1,1,2,2,0,0,0,0,,0,303,0
Roanoke College,Salem,VA,5,2,2,2,0,0,0,0,2.0,1589,1920,0
Shenandoah University,Winchester,VA,3,5,2,2,0,0,0,0,1.0,1175,2267,0
Southeastern Free Will Baptist Bible College,Wendell,NC,1,2,2,2,0,0,0,0,1.0,120,62,0
