GeoFIPS,GeoName,Description,Unit,2018,2019,2020,2021,2022
" ""02158""","Kusilvak Census Area, AK*",Population (persons) 1/,Number of persons,8372,8410,8373,8398,8278
" ""02158""","Kusilvak Census Area, AK*",Per capita personal income (dollars) 2/,Dollars,30202,30895,32643,35394,36672
" ""02164""","Lake and Peninsula Borough, AK*",Personal income (thousands of dollars) ,Thousands of dollars,97694,89597,84425,89975,92958
" ""02164""","Lake and Peninsula Borough, AK*",Population (persons) 1/,Number of persons,1553,1546,1452,1419,1381
" ""02164""","Lake and Peninsula Borough, AK*",Per capita personal income (dollars) 2/,Dollars,62907,57954,58144,63407,67312
" ""02170""","Matanuska-Susitna Borough, AK",Personal income (thousands of dollars) ,Thousands of dollars,4998190,5317182,5667829,6113659,6578302
" ""02170""","Matanuska-Susitna Borough, AK",Population (persons) 1/,Number of persons,105159,106129,107515,111059,113325
" ""02170""","Matanuska-Susitna Borough, AK",Per capita personal income (dollars) 2/,Dollars,47530,50101,52717,55049,58048
" ""02180""","Nome Census Area, AK",Personal income (thousands of dollars) ,Thousands of dollars,514162,530085,540688,564588,609392
" ""02180""","Nome Census Area, AK",Population (persons) 1/,Number of persons,10173,10152,10028,9908,9835
" ""02180""","Nome Census Area, AK",Per capita personal income (dollars) 2/,Dollars,50542,52215,53918,56983,61962
" ""02185""","North Slope Borough, AK*",Personal income (thousands of dollars) ,Thousands of dollars,819548,879454,838974,773763,806608
" ""02185""","North Slope Borough, AK*",Population (persons) 1/,Number of persons,10822,10976,11002,11011,10805
" ""02185""","North Slope Borough, AK*",Per capita personal income (dollars) 2/,Dollars,75730,80125,76256,70272,74651
" ""02188""","Northwest Arctic Borough, AK",Personal income (thousands of dollars) ,Thousands of dollars,369048,372190,382656,392062,410390
" ""02188""","Northwest Arctic Borough, AK",Population (persons) 1/,Number of persons,7829,7800,7790,7560,7423
" ""02188""","Northwest Arctic Borough, AK",Per capita personal income (dollars) 2/,Dollars,47139,47717,49121,51860,55286
" ""02195""","Petersburg Borough, AK*",Personal income (thousands of dollars) ,Thousands of dollars,221647,225222,234363,256700,245791
" ""02195""","Petersburg Borough, AK*",Population (persons) 1/,Number of persons,3339,3389,3405,3373,3360
" ""02195""","Petersburg Borough, AK*",Per capita personal income (dollars) 2/,Dollars,66381,66457,68829,76104,73152
" ""02198""","Prince of Wales-Hyder Census Area, AK*",Personal income (thousands of dollars) ,Thousands of dollars,282127,284340,295823,294497,300429
" ""02198""","Prince of Wales-Hyder Census Area, AK*",Population (persons) 1/,Number of persons,6018,5825,5739,5734,5650
" ""02198""","Prince of Wales-Hyder Census Area, AK*",Per capita personal income (dollars) 2/,Dollars,46881,48814,51546,51360,53173
" ""02201""","Prince of Wales-Outer Ketchikan Census Area, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02201""","Prince of Wales-Outer Ketchikan Census Area, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02201""","Prince of Wales-Outer Ketchikan Census Area, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02220""","Sitka City and Borough, AK*",Personal income (thousands of dollars) ,Thousands of dollars,580409,586412,571616,637662,672672
" ""02220""","Sitka City and Borough, AK*",Population (persons) 1/,Number of persons,8574,8522,8425,8410,8382
" ""02220""","Sitka City and Borough, AK*",Per capita personal income (dollars) 2/,Dollars,67694,68812,67848,75822,80252
" ""02230""","Skagway Municipality, AK*",Personal income (thousands of dollars) ,Thousands of dollars,92250,96006,71872,77059,81664
" ""02230""","Skagway Municipality, AK*",Population (persons) 1/,Number of persons,1220,1248,1240,1142,1081
" ""02230""","Skagway Municipality, AK*",Per capita personal income (dollars) 2/,Dollars,75615,76928,57961,67477,75545
" ""02231""","Skagway-Yakutat-Angoon Census Area, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02231""","Skagway-Yakutat-Angoon Census Area, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02231""","Skagway-Yakutat-Angoon Census Area, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02232""","Skagway-Hoonah-Angoon Census Area, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02232""","Skagway-Hoonah-Angoon Census Area, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02232""","Skagway-Hoonah-Angoon Census Area, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02240""","Southeast Fairbanks Census Area, AK*",Personal income (thousands of dollars) ,Thousands of dollars,348140,351382,363247,411879,423797
" ""02240""","Southeast Fairbanks Census Area, AK*",Population (persons) 1/,Number of persons,6845,6766,6820,7005,7021
" ""02240""","Southeast Fairbanks Census Area, AK*",Per capita personal income (dollars) 2/,Dollars,50860,51933,53262,58798,60361
" ""02261""","Valdez-Cordova Census Area, AK*",Personal income (thousands of dollars) ,Thousands of dollars,558724,573731,(NA),(NA),(NA)
" ""02261""","Valdez-Cordova Census Area, AK*",Population (persons) 1/,Number of persons,9644,9710,(NA),(NA),(NA)
" ""02261""","Valdez-Cordova Census Area, AK*",Per capita personal income (dollars) 2/,Dollars,57935,59087,(NA),(NA),(NA)
" ""02275""","Wrangell City and Borough, AK*",Personal income (thousands of dollars) ,Thousands of dollars,120146,118148,120221,124196,126186
" ""02275""","Wrangell City and Borough, AK*",Population (persons) 1/,Number of persons,2209,2167,2127,2100,2070
" ""02275""","Wrangell City and Borough, AK*",Per capita personal income (dollars) 2/,Dollars,54389,54521,56521,59141,60959
" ""02280""","Wrangell-Petersburg Census Area, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02280""","Wrangell-Petersburg Census Area, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02280""","Wrangell-Petersburg Census Area, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02282""","Yakutat City and Borough, AK*",Personal income (thousands of dollars) ,Thousands of dollars,34472,36819,40187,43628,44826
" ""02282""","Yakutat City and Borough, AK*",Population (persons) 1/,Number of persons,635,613,684,709,700
" ""02282""","Yakutat City and Borough, AK*",Per capita personal income (dollars) 2/,Dollars,54287,60064,58753,61535,64037
" ""02290""","Yukon-Koyukuk Census Area, AK*",Personal income (thousands of dollars) ,Thousands of dollars,302824,306704,307562,323944,337133
" ""02290""","Yukon-Koyukuk Census Area, AK*",Population (persons) 1/,Number of persons,5564,5462,5296,5280,5179
" ""02290""","Yukon-Koyukuk Census Area, AK*",Per capita personal income (dollars) 2/,Dollars,54426,56152,58074,61353,65096
" ""02901""","Aleutian Islands Division, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02901""","Aleutian Islands Division, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02901""","Aleutian Islands Division, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02903""","Angoon Division, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02903""","Angoon Division, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02903""","Angoon Division, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02904""","Barrow-North Slope Division, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02904""","Barrow-North Slope Division, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02904""","Barrow-North Slope Division, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02905""","Bethel Division, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02905""","Bethel Division, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02905""","Bethel Division, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02907""","Bristol Bay Division, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02907""","Bristol Bay Division, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02907""","Bristol Bay Division, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02908""","Cordova-McCarthy Division, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02908""","Cordova-McCarthy Division, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02908""","Cordova-McCarthy Division, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02910""","Haines Division, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02910""","Haines Division, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02910""","Haines Division, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02912""","Kenai-Cook Inlet Division, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02912""","Kenai-Cook Inlet Division, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02912""","Kenai-Cook Inlet Division, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02916""","Kuskokwim Division, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02916""","Kuskokwim Division, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02916""","Kuskokwim Division, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02919""","Outer Ketchikan Division, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02919""","Outer Ketchikan Division, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02919""","Outer Ketchikan Division, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02920""","Prince of Wales Division, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02920""","Prince of Wales Division, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02920""","Prince of Wales Division, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02921""","Seward Division, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02921""","Seward Division, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02921""","Seward Division, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02922""","Sitka Division, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02922""","Sitka Division, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02922""","Sitka Division, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02923""","Skagway-Yakutat Division, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02923""","Skagway-Yakutat Division, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02923""","Skagway-Yakutat Division, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02924""","Southeast Fairbanks Division, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02924""","Southeast Fairbanks Division, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02924""","Southeast Fairbanks Division, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02925""","Upper Yukon Division, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02925""","Upper Yukon Division, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02925""","Upper Yukon Division, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02926""","Valdez-Chitina-Whittier Division, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02926""","Valdez-Chitina-Whittier Division, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02926""","Valdez-Chitina-Whittier Division, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02928""","Wrangell-Petersburg Division, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02928""","Wrangell-Petersburg Division, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02928""","Wrangell-Petersburg Division, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""02929""","Yukon-Koyukuk Division, AK*",Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA)
" ""02929""","Yukon-Koyukuk Division, AK*",Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA)
" ""02929""","Yukon-Koyukuk Division, AK*",Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA)
" ""04000""",Arizona,Personal income (thousands of dollars) ,Thousands of dollars,315458961,337214074,374311796,409885700,430083534
" ""04000""",Arizona,Population (persons) 1/,Number of persons,6969944,7070511,7179943,7264877,7359197
" ""04000""",Arizona,Per capita personal income (dollars) 2/,Dollars,45260,47693,52133,56420,58442
" ""04001""","Apache, AZ",Personal income (thousands of dollars) ,Thousands of dollars,2399258,2448380,2780944,2995738,2985841
" ""04001""","Apache, AZ",Population (persons) 1/,Number of persons,66918,66444,65911,65385,65432
" ""04001""","Apache, AZ",Per capita personal income (dollars) 2/,Dollars,35854,36849,42192,45817,45633
" ""04003""","Cochise, AZ",Personal income (thousands of dollars) ,Thousands of dollars,4947982,5173741,5878777,6218395,6307666
" ""04003""","Cochise, AZ",Population (persons) 1/,Number of persons,124838,125292,125522,125763,125663
" ""04003""","Cochise, AZ",Per capita personal income (dollars) 2/,Dollars,39635,41293,46835,49445,50195
" ""04005""","Coconino, AZ",Personal income (thousands of dollars) ,Thousands of dollars,6919869,7150200,7678620,8067791,8489905
" ""04005""","Coconino, AZ",Population (persons) 1/,Number of persons,144921,146244,145180,142780,144060
