#RPT_NAME,LONG_SCHOOL_YEAR,DETAIL_LVL_DESC,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,TEST_CMPNT_TYP_NM,NUMBER_OF_STUDENTS_TESTED,NUMBER_TESTS_TAKEN,NUMBER_TESTS_3_OR_HIGHER
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2056","Hephzibah High School","Gov. & Pol. U.S.","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2056","Hephzibah High School","Statistics","11","11","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2056","Hephzibah High School","World History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","721","Richmond County","2574","Westside High School","ALL Subjects","102","169","27"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2574","Westside High School","Art History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2574","Westside High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2574","Westside High School","Biology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2574","Westside High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2574","Westside High School","Capstone","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2574","Westside High School","Capstone Research","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2574","Westside High School","Chemistry","17","17","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2574","Westside High School","Computer Science Principles","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2574","Westside High School","Eng. Language & Comp","18","18","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2574","Westside High School","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2574","Westside High School","Geography: Human","13","13","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2574","Westside High School","Gov. & Pol. U.S.","11","11","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2574","Westside High School","Physics 1","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2574","Westside High School","Psychology","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2574","Westside High School","Statistics","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2574","Westside High School","U.S. History","14","14","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","2574","Westside High School","World History","19","19","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","721","Richmond County","3054","Glenn Hills High School","ALL Subjects","54","58","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3054","Glenn Hills High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3054","Glenn Hills High School","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3054","Glenn Hills High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3054","Glenn Hills High School","Eng. Language & Comp","12","12","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3054","Glenn Hills High School","Eng. Literature & Comp","14","14","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3054","Glenn Hills High School","Gov. & Pol. U.S.","14","14","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3054","Glenn Hills High School","Psychology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3054","Glenn Hills High School","World History","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","721","Richmond County","3556","Johnson Magnet","ALL Subjects","136","185","38"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3556","Johnson Magnet","Calculus A","13","13","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3556","Johnson Magnet","Capstone","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3556","Johnson Magnet","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3556","Johnson Magnet","Computer Science A","12","12","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3556","Johnson Magnet","Computer Science Principles","21","21","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3556","Johnson Magnet","Eng. Language & Comp","46","46","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3556","Johnson Magnet","Eng. Literature & Comp","20","20","10"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3556","Johnson Magnet","Environmental Science","11","11","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3556","Johnson Magnet","Gov. & Pol. U.S.","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3556","Johnson Magnet","U.S. History","37","37","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3556","Johnson Magnet","World History","14","14","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","721","Richmond County","3756","Josey High School","ALL Subjects","18","20","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3756","Josey High School","Art: Studio 2-D Design","11","11","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","3756","Josey High School","Eng. Language & Comp","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","721","Richmond County","4060","Academy of Richmond County High School","ALL Subjects","244","549","59"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4060","Academy of Richmond County High School","Art History","27","27","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4060","Academy of Richmond County High School","Biology","66","66","13"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4060","Academy of Richmond County High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4060","Academy of Richmond County High School","Chemistry","13","13","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4060","Academy of Richmond County High School","Eng. Language & Comp","66","66","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4060","Academy of Richmond County High School","Eng. Literature & Comp","50","50","10"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4060","Academy of Richmond County High School","Environmental Science","68","68","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4060","Academy of Richmond County High School","Gov. & Pol. U.S.","64","64","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4060","Academy of Richmond County High School","Physics 1","20","20","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4060","Academy of Richmond County High School","Psychology","34","34","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4060","Academy of Richmond County High School","Statistics","29","29","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4060","Academy of Richmond County High School","U.S. History","52","52","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4060","Academy of Richmond County High School","World History","58","58","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","721","Richmond County","4562","Davidson Magnet School","ALL Subjects","228","403","259"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4562","Davidson Magnet School","Art History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4562","Davidson Magnet School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4562","Davidson Magnet School","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4562","Davidson Magnet School","Biology","26","26","15"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4562","Davidson Magnet School","Calculus A","16","16","12"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4562","Davidson Magnet School","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4562","Davidson Magnet School","Computer Science A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4562","Davidson Magnet School","Economics: Macro","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4562","Davidson Magnet School","Economics: Micro","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4562","Davidson Magnet School","Eng. Language & Comp","52","52","42"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4562","Davidson Magnet School","Eng. Literature & Comp","45","45","42"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4562","Davidson Magnet School","Environmental Science","45","45","20"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4562","Davidson Magnet School","Geography: Human","55","55","17"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4562","Davidson Magnet School","Music Theory","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4562","Davidson Magnet School","Psychology","34","34","18"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4562","Davidson Magnet School","Statistics","13","13","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4562","Davidson Magnet School","U.S. History","45","45","27"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","4562","Davidson Magnet School","World History","38","38","36"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","721","Richmond County","5566","Laney High School","ALL Subjects","128","171","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","5566","Laney High School","Biology","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","5566","Laney High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","5566","Laney High School","Eng. Language & Comp","36","36","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","5566","Laney High School","Eng. Literature & Comp","40","40","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","5566","Laney High School","Environmental Science","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","5566","Laney High School","Gov. & Pol. U.S.","17","17","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","5566","Laney High School","Physics 1","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","5566","Laney High School","Spanish Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","5566","Laney High School","Statistics","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","5566","Laney High School","U.S. History","14","14","TFS"
"AP COUNTS","2022-23","SCHOOL","721","Richmond County","5566","Laney High School","World History","25","25","TFS"
"AP COUNTS","2022-23","DISTRICT ALL SUBJECTS","721","Richmond County","ALL","All Schools","ALL Subjects","1102","1797","414"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Art History","40","40","TFS"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Art: Studio 2-D Design","18","18","TFS"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Art: Studio 3-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Biology","128","128","30"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Calculus A","66","66","14"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Capstone","19","19","TFS"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Capstone Research","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Chemistry","46","46","10"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Computer Science A","20","20","TFS"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Computer Science Principles","52","52","TFS"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Economics: Macro","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Economics: Micro","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Eng. Language & Comp","271","271","63"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Eng. Literature & Comp","206","206","73"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Environmental Science","138","138","29"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Geography: Human","88","88","18"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Gov. & Pol. U.S.","123","123","TFS"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Music Theory","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Physics 1","39","39","TFS"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Psychology","86","86","25"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Spanish Language","10","10","TFS"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","Statistics","70","70","TFS"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","U.S. History","169","169","43"
"AP COUNTS","2022-23","DISTRICT","721","Richmond County","ALL","All Schools","World History","184","184","54"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","722","Rockdale County","0106","Z_Rockdale Career Academy","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","722","Rockdale County","0106","Z_Rockdale Career Academy","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","722","Rockdale County","0106","Z_Rockdale Career Academy","Gov. & Pol. U.S.","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","722","Rockdale County","0106","Z_Rockdale Career Academy","U.S. History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","722","Rockdale County","0106","Z_Rockdale Career Academy","World History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","722","Rockdale County","0107","General Ray Davis Middle School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","722","Rockdale County","0107","General Ray Davis Middle School","Environmental Science","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","722","Rockdale County","0107","General Ray Davis Middle School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","722","Rockdale County","0107","General Ray Davis Middle School","Psychology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","722","Rockdale County","0176","Heritage High School","ALL Subjects","121","157","55"
"AP COUNTS","2022-23","SCHOOL","722","Rockdale County","0176","Heritage High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","722","Rockdale County","0176","Heritage High School","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","722","Rockdale County","0176","Heritage High School","Biology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","722","Rockdale County","0176","Heritage High School","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","722","Rockdale County","0176","Heritage High School","Economics: Micro","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","722","Rockdale County","0176","Heritage High School","Eng. Language & Comp","19","19","TFS"
"AP COUNTS","2022-23","SCHOOL","722","Rockdale County","0176","Heritage High School","Eng. Literature & Comp","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","722","Rockdale County","0176","Heritage High School","Geography: Human","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","722","Rockdale County","0176","Heritage High School","Gov. & Pol. U.S.","17","17","TFS"
"AP COUNTS","2022-23","SCHOOL","722","Rockdale County","0176","Heritage High School","Music Theory","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","722","Rockdale County","0176","Heritage High School","Physics 1","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","722","Rockdale County","0176","Heritage High School","Psychology","TFS","TFS","TFS"
