#RPT_NAME,LONG_SCHOOL_YEAR,DETAIL_LVL_DESC,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,TEST_CMPNT_TYP_NM,NUMBER_OF_STUDENTS_TESTED,NUMBER_TESTS_TAKEN,NUMBER_TESTS_3_OR_HIGHER
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0291","Creekside High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0291","Creekside High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0291","Creekside High School","Chemistry","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0291","Creekside High School","Eng. Language & Comp","15","15","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0291","Creekside High School","Eng. Literature & Comp","54","54","14"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0291","Creekside High School","Environmental Science","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0291","Creekside High School","French Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0291","Creekside High School","Geography: Human","21","21","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0291","Creekside High School","Music Theory","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0291","Creekside High School","Psychology","52","52","14"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0291","Creekside High School","U.S. History","49","49","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0291","Creekside High School","World History","34","34","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","660","Fulton County","0391","Bear Creek Middle School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0391","Bear Creek Middle School","Geography: Human","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0391","Bear Creek Middle School","Psychology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","660","Fulton County","0392","Chattahoochee High School","ALL Subjects","830","1722","1504"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Art History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Art: Studio 2-D Design","18","18","18"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Biology","111","111","96"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Calculus A","60","60","49"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Calculus BC","84","84","68"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Capstone","19","19","18"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Capstone Research","19","19","19"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Chemistry","95","95","95"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Chinese Lang. & Culture","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Computer Science A","68","68","38"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Computer Science Principles","79","79","69"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Economics: Macro","28","28","26"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Economics: Micro","28","28","26"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Eng. Language & Comp","140","140","121"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Eng. Literature & Comp","53","53","52"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Environmental Science","84","84","56"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","European History","27","27","14"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","French Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Geography: Human","63","63","58"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Gov. & Pol. U.S.","73","73","62"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Latin: Vergil","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Music Theory","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Physics 1","68","68","66"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Physics C: Elec & Magnetism","36","36","34"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Physics C: Mechanics","36","36","36"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Psychology","184","184","156"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Spanish Language","20","20","20"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","Statistics","79","79","77"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","U.S. History","55","55","48"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0392","Chattahoochee High School","World History","145","145","139"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","660","Fulton County","0506","Fulton Science Academy High School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0506","Fulton Science Academy High School","Environmental Science","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","660","Fulton County","0591","Taylor Road Middle School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0591","Taylor Road Middle School","Chinese Lang. & Culture","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","660","Fulton County","0597","Northwestern Middle School","ALL Subjects","14","14","13"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0597","Northwestern Middle School","Gov. & Pol. U.S.","14","14","13"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","660","Fulton County","0691","Tri-Cities High School","ALL Subjects","97","114","21"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0691","Tri-Cities High School","Biology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0691","Tri-Cities High School","Economics: Micro","19","19","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0691","Tri-Cities High School","Eng. Language & Comp","13","13","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0691","Tri-Cities High School","Eng. Literature & Comp","11","11","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0691","Tri-Cities High School","Gov. & Pol. U.S.","19","19","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0691","Tri-Cities High School","Music Theory","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0691","Tri-Cities High School","Spanish Language","14","14","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0691","Tri-Cities High School","U.S. History","25","25","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","660","Fulton County","0910","Johns Creek High School","ALL Subjects","844","1819","1516"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Art History","21","21","11"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Art: Studio Drawing","11","11","11"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Biology","62","62","55"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Calculus A","82","82","76"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Calculus BC","54","54","52"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Chemistry","34","34","32"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Chinese Lang. & Culture","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Computer Science A","54","54","25"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Computer Science Principles","49","49","44"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Economics: Macro","94","94","80"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Economics: Micro","92","92","76"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Eng. Language & Comp","180","180","156"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Eng. Literature & Comp","39","39","32"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Environmental Science","86","86","42"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","European History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","French Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Geography: Human","76","76","60"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Gov. & Pol. Comp","24","24","16"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Gov. & Pol. U.S.","114","114","103"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Music Theory","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Physics 1","133","133","98"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Physics C: Elec & Magnetism","58","58","43"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Physics C: Mechanics","58","58","53"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Psychology","85","85","74"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Spanish Language","17","17","16"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Spanish Literature","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","Statistics","116","116","104"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","U.S. History","69","69","64"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","0910","Johns Creek High School","World History","179","179","164"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","660","Fulton County","1110","Langston Hughes High School","ALL Subjects","227","265","19"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1110","Langston Hughes High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1110","Langston Hughes High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1110","Langston Hughes High School","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1110","Langston Hughes High School","Economics: Macro","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1110","Langston Hughes High School","Eng. Language & Comp","23","23","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1110","Langston Hughes High School","Eng. Literature & Comp","30","30","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1110","Langston Hughes High School","Gov. & Pol. U.S.","62","62","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1110","Langston Hughes High School","Music Theory","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1110","Langston Hughes High School","Psychology","14","14","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1110","Langston Hughes High School","Statistics","25","25","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1110","Langston Hughes High School","U.S. History","52","52","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1110","Langston Hughes High School","World History","34","34","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","660","Fulton County","1322","Innovation Academy","ALL Subjects","852","2063","1802"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","Biology","72","72","72"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","Calculus A","33","33","28"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","Calculus BC","75","75","73"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","Capstone","263","263","241"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","Capstone Research","119","119","98"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","Chemistry","75","75","71"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","Chinese Lang. & Culture","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","Computer Science A","77","77","52"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","Computer Science Principles","198","198","174"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","Economics: Macro","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","Eng. Language & Comp","289","289","258"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","Environmental Science","65","65","61"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","French Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","Geography: Human","26","26","18"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","German Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","Gov. & Pol. U.S.","197","197","161"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","Physics 1","121","121","82"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","Physics C: Mechanics","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","Psychology","54","54","42"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","Spanish Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","Statistics","40","40","40"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","U.S. History","92","92","77"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1322","Innovation Academy","World History","244","244","233"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","660","Fulton County","1323","Global Impact Academy","ALL Subjects","179","215","75"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1323","Global Impact Academy","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1323","Global Impact Academy","Calculus BC","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1323","Global Impact Academy","Capstone","42","42","33"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1323","Global Impact Academy","Computer Science Principles","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1323","Global Impact Academy","Eng. Language & Comp","14","14","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1323","Global Impact Academy","Gov. & Pol. U.S.","55","55","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1323","Global Impact Academy","Physics 1","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1323","Global Impact Academy","Spanish Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1323","Global Impact Academy","U.S. History","36","36","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","1323","Global Impact Academy","World History","59","59","21"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","660","Fulton County","3066","Riverwood International Charter School","ALL Subjects","541","780","492"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","3066","Riverwood International Charter School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","3066","Riverwood International Charter School","Calculus A","39","39","30"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","3066","Riverwood International Charter School","Calculus BC","21","21","14"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","3066","Riverwood International Charter School","Computer Science A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","3066","Riverwood International Charter School","Computer Science Principles","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","3066","Riverwood International Charter School","Economics: Macro","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","3066","Riverwood International Charter School","Economics: Micro","59","59","49"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","3066","Riverwood International Charter School","Eng. Language & Comp","68","68","46"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","3066","Riverwood International Charter School","Eng. Literature & Comp","35","35","23"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","3066","Riverwood International Charter School","Geography: Human","32","32","19"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","3066","Riverwood International Charter School","Gov. & Pol. U.S.","162","162","78"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","3066","Riverwood International Charter School","Music Theory","11","11","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","3066","Riverwood International Charter School","Physics 1","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","3066","Riverwood International Charter School","Physics C: Mechanics","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","3066","Riverwood International Charter School","Psychology","37","37","15"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","3066","Riverwood International Charter School","Spanish Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","3066","Riverwood International Charter School","Statistics","60","60","31"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","3066","Riverwood International Charter School","U.S. History","133","133","83"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","3066","Riverwood International Charter School","World History","91","91","79"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","660","Fulton County","4062","North Springs High School","ALL Subjects","399","803","407"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Biology","16","16","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Calculus A","32","32","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Calculus BC","18","18","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Computer Science A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Computer Science Principles","23","23","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Economics: Micro","46","46","38"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Eng. Language & Comp","56","56","35"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Eng. Literature & Comp","53","53","36"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Environmental Science","66","66","17"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Geography: Human","79","79","47"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Gov. & Pol. U.S.","67","67","31"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Latin: Vergil","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Music Theory","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Physics 1","76","76","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Physics C: Elec & Magnetism","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Physics C: Mechanics","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Psychology","45","45","24"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Spanish Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","Statistics","32","32","16"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","U.S. History","77","77","45"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","4062","North Springs High School","World History","66","66","50"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","660","Fulton County","5069","Westlake High School","ALL Subjects","627","877","130"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","5069","Westlake High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","5069","Westlake High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","5069","Westlake High School","Biology","13","13","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","5069","Westlake High School","Calculus A","28","28","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","5069","Westlake High School","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","5069","Westlake High School","Eng. Language & Comp","165","165","26"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","5069","Westlake High School","Eng. Literature & Comp","89","89","37"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","5069","Westlake High School","Environmental Science","18","18","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","5069","Westlake High School","Gov. & Pol. U.S.","158","158","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","5069","Westlake High School","Physics 1","75","75","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","5069","Westlake High School","Psychology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","5069","Westlake High School","Statistics","28","28","TFS"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","5069","Westlake High School","U.S. History","132","132","15"
"AP COUNTS","2022-23","SCHOOL","660","Fulton County","5069","Westlake High School","World History","152","152","33"
"AP COUNTS","2022-23","DISTRICT ALL SUBJECTS","660","Fulton County","ALL","All Schools","ALL Subjects","10064","19683","13981"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Art History","148","148","117"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Art: Studio 2-D Design","127","127","118"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Art: Studio 3-D Design","42","42","29"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Art: Studio Drawing","53","53","51"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Biology","579","579","495"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Calculus A","697","697","441"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Calculus BC","535","535","445"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Capstone","584","584","547"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Capstone Research","194","194","168"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Chemistry","479","479","427"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Chinese Lang. & Culture","47","47","45"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Computer Science A","503","503","315"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Computer Science Principles","783","783","583"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Economics: Macro","554","554","427"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Economics: Micro","704","704","564"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Eng. Language & Comp","1916","1916","1399"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Eng. Literature & Comp","773","773","558"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Environmental Science","987","987","596"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","European History","44","44","25"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","French Language","92","92","84"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Geography: Human","600","600","391"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","German Language","14","14","TFS"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Gov. & Pol. Comp","112","112","86"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Gov. & Pol. U.S.","1669","1669","945"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Japanese Lang. & Culture","14","14","TFS"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Latin: Vergil","21","21","TFS"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Music Theory","98","98","51"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Physics 1","879","879","468"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Physics 2","32","32","10"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Physics C: Elec & Magnetism","228","228","168"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Physics C: Mechanics","255","255","216"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Psychology","1234","1234","889"
"AP COUNTS","2022-23","DISTRICT","660","Fulton County","ALL","All Schools","Spanish Language","235","235","215"
