County,State_Abbreviation,Year,PassRate,Income,County_State,GEOID,geometry
Fayette,GA,2019,75.46262917567891,64965,"Fayette, GA",13113,"POLYGON ((-84.625609 33.476794999999996, -84.613508 33.492461, -84.60954 33.502511, -84.60566999999999 33.511071, -84.570289 33.524918, -84.556857 33.528405, -84.483656 33.545732, -84.47434299999999 33.547776, -84.458665 33.550933, -84.439448 33.55072, -84.433599 33.524445, -84.42738399999999 33.516940999999996, -84.420428 33.493992, -84.39747899999999 33.485738, -84.38163899999999 33.463043, -84.384772 33.458712999999996, -84.38873699999999 33.447936999999996, -84.383744 33.444407, -84.40219599999999 33.436368, -84.402138 33.425278, -84.384087 33.40247, -84.394809 33.394368, -84.39633599999999 33.37326, -84.38811799999999 33.352464999999995, -84.38304099999999 33.340213999999996, -84.392962 33.308887, -84.418785 33.293667, -84.432907 33.2565, -84.49752699999999 33.257422, -84.517416 33.293036, -84.518243 33.318331, -84.534371 33.335423999999996, -84.564903 33.344651, -84.586047 33.357884999999996, -84.59275799999999 33.379505, -84.60968299999999 33.3971, -84.61394399999999 33.402954, -84.62613999999999 33.439037, -84.625609 33.476794999999996))"
Fayette,GA,2020,75.283384019906,68059,"Fayette, GA",13113,"POLYGON ((-84.625609 33.476794999999996, -84.613508 33.492461, -84.60954 33.502511, -84.60566999999999 33.511071, -84.570289 33.524918, -84.556857 33.528405, -84.483656 33.545732, -84.47434299999999 33.547776, -84.458665 33.550933, -84.439448 33.55072, -84.433599 33.524445, -84.42738399999999 33.516940999999996, -84.420428 33.493992, -84.39747899999999 33.485738, -84.38163899999999 33.463043, -84.384772 33.458712999999996, -84.38873699999999 33.447936999999996, -84.383744 33.444407, -84.40219599999999 33.436368, -84.402138 33.425278, -84.384087 33.40247, -84.394809 33.394368, -84.39633599999999 33.37326, -84.38811799999999 33.352464999999995, -84.38304099999999 33.340213999999996, -84.392962 33.308887, -84.418785 33.293667, -84.432907 33.2565, -84.49752699999999 33.257422, -84.517416 33.293036, -84.518243 33.318331, -84.534371 33.335423999999996, -84.564903 33.344651, -84.586047 33.357884999999996, -84.59275799999999 33.379505, -84.60968299999999 33.3971, -84.61394399999999 33.402954, -84.62613999999999 33.439037, -84.625609 33.476794999999996))"
Fayette,GA,2021,72.4904214559387,72745,"Fayette, GA",13113,"POLYGON ((-84.625609 33.476794999999996, -84.613508 33.492461, -84.60954 33.502511, -84.60566999999999 33.511071, -84.570289 33.524918, -84.556857 33.528405, -84.483656 33.545732, -84.47434299999999 33.547776, -84.458665 33.550933, -84.439448 33.55072, -84.433599 33.524445, -84.42738399999999 33.516940999999996, -84.420428 33.493992, -84.39747899999999 33.485738, -84.38163899999999 33.463043, -84.384772 33.458712999999996, -84.38873699999999 33.447936999999996, -84.383744 33.444407, -84.40219599999999 33.436368, -84.402138 33.425278, -84.384087 33.40247, -84.394809 33.394368, -84.39633599999999 33.37326, -84.38811799999999 33.352464999999995, -84.38304099999999 33.340213999999996, -84.392962 33.308887, -84.418785 33.293667, -84.432907 33.2565, -84.49752699999999 33.257422, -84.517416 33.293036, -84.518243 33.318331, -84.534371 33.335423999999996, -84.564903 33.344651, -84.586047 33.357884999999996, -84.59275799999999 33.379505, -84.60968299999999 33.3971, -84.61394399999999 33.402954, -84.62613999999999 33.439037, -84.625609 33.476794999999996))"
Fayette,GA,2022,72.96126401630988,75294,"Fayette, GA",13113,"POLYGON ((-84.625609 33.476794999999996, -84.613508 33.492461, -84.60954 33.502511, -84.60566999999999 33.511071, -84.570289 33.524918, -84.556857 33.528405, -84.483656 33.545732, -84.47434299999999 33.547776, -84.458665 33.550933, -84.439448 33.55072, -84.433599 33.524445, -84.42738399999999 33.516940999999996, -84.420428 33.493992, -84.39747899999999 33.485738, -84.38163899999999 33.463043, -84.384772 33.458712999999996, -84.38873699999999 33.447936999999996, -84.383744 33.444407, -84.40219599999999 33.436368, -84.402138 33.425278, -84.384087 33.40247, -84.394809 33.394368, -84.39633599999999 33.37326, -84.38811799999999 33.352464999999995, -84.38304099999999 33.340213999999996, -84.392962 33.308887, -84.418785 33.293667, -84.432907 33.2565, -84.49752699999999 33.257422, -84.517416 33.293036, -84.518243 33.318331, -84.534371 33.335423999999996, -84.564903 33.344651, -84.586047 33.357884999999996, -84.59275799999999 33.379505, -84.60968299999999 33.3971, -84.61394399999999 33.402954, -84.62613999999999 33.439037, -84.625609 33.476794999999996))"
Lee,GA,2019,47.44897959183674,43638,"Lee, GA",13177,"POLYGON ((-84.338143 31.91619, -84.191135 31.914908999999998, -83.935679 31.911839999999998, -83.922494 31.909653, -83.934061 31.88139, -83.926524 31.863291999999998, -83.939437 31.847928999999997, -83.967344 31.834477, -83.977008 31.819065, -83.976884 31.803328999999998, -83.990498 31.806369, -84.008445 31.801644999999997, -84.008037 31.792313, -83.991554 31.783755999999997, -83.98639 31.765425999999998, -84.003496 31.754596, -84.00762 31.735515999999997, -84.032344 31.716772, -84.01960799999999 31.692482, -84.02206 31.685636, -84.012401 31.663038999999998, -84.01840399999999 31.650274, -84.02891 31.64836, -84.043213 31.623572999999997, -84.261066 31.622415999999998, -84.29780099999999 31.621951, -84.29564099999999 31.690986, -84.30492699999999 31.698231, -84.295416 31.698097999999998, -84.293668 31.749793999999998, -84.286456 31.791182, -84.26048899999999 31.790898, -84.26449 31.812400999999998, -84.25961099999999 31.827865, -84.27752199999999 31.841744, -84.27668899999999 31.850406, -84.293133 31.864880999999997, -84.338245 31.873590999999998, -84.338143 31.91619))"
Lee,GA,2020,62.23277909738717,46904,"Lee, GA",13177,"POLYGON ((-84.338143 31.91619, -84.191135 31.914908999999998, -83.935679 31.911839999999998, -83.922494 31.909653, -83.934061 31.88139, -83.926524 31.863291999999998, -83.939437 31.847928999999997, -83.967344 31.834477, -83.977008 31.819065, -83.976884 31.803328999999998, -83.990498 31.806369, -84.008445 31.801644999999997, -84.008037 31.792313, -83.991554 31.783755999999997, -83.98639 31.765425999999998, -84.003496 31.754596, -84.00762 31.735515999999997, -84.032344 31.716772, -84.01960799999999 31.692482, -84.02206 31.685636, -84.012401 31.663038999999998, -84.01840399999999 31.650274, -84.02891 31.64836, -84.043213 31.623572999999997, -84.261066 31.622415999999998, -84.29780099999999 31.621951, -84.29564099999999 31.690986, -84.30492699999999 31.698231, -84.295416 31.698097999999998, -84.293668 31.749793999999998, -84.286456 31.791182, -84.26048899999999 31.790898, -84.26449 31.812400999999998, -84.25961099999999 31.827865, -84.27752199999999 31.841744, -84.27668899999999 31.850406, -84.293133 31.864880999999997, -84.338245 31.873590999999998, -84.338143 31.91619))"
Lee,GA,2021,53.95948434622467,51314,"Lee, GA",13177,"POLYGON ((-84.338143 31.91619, -84.191135 31.914908999999998, -83.935679 31.911839999999998, -83.922494 31.909653, -83.934061 31.88139, -83.926524 31.863291999999998, -83.939437 31.847928999999997, -83.967344 31.834477, -83.977008 31.819065, -83.976884 31.803328999999998, -83.990498 31.806369, -84.008445 31.801644999999997, -84.008037 31.792313, -83.991554 31.783755999999997, -83.98639 31.765425999999998, -84.003496 31.754596, -84.00762 31.735515999999997, -84.032344 31.716772, -84.01960799999999 31.692482, -84.02206 31.685636, -84.012401 31.663038999999998, -84.01840399999999 31.650274, -84.02891 31.64836, -84.043213 31.623572999999997, -84.261066 31.622415999999998, -84.29780099999999 31.621951, -84.29564099999999 31.690986, -84.30492699999999 31.698231, -84.295416 31.698097999999998, -84.293668 31.749793999999998, -84.286456 31.791182, -84.26048899999999 31.790898, -84.26449 31.812400999999998, -84.25961099999999 31.827865, -84.27752199999999 31.841744, -84.27668899999999 31.850406, -84.293133 31.864880999999997, -84.338245 31.873590999999998, -84.338143 31.91619))"
Lee,GA,2022,65.49165120593692,52032,"Lee, GA",13177,"POLYGON ((-84.338143 31.91619, -84.191135 31.914908999999998, -83.935679 31.911839999999998, -83.922494 31.909653, -83.934061 31.88139, -83.926524 31.863291999999998, -83.939437 31.847928999999997, -83.967344 31.834477, -83.977008 31.819065, -83.976884 31.803328999999998, -83.990498 31.806369, -84.008445 31.801644999999997, -84.008037 31.792313, -83.991554 31.783755999999997, -83.98639 31.765425999999998, -84.003496 31.754596, -84.00762 31.735515999999997, -84.032344 31.716772, -84.01960799999999 31.692482, -84.02206 31.685636, -84.012401 31.663038999999998, -84.01840399999999 31.650274, -84.02891 31.64836, -84.043213 31.623572999999997, -84.261066 31.622415999999998, -84.29780099999999 31.621951, -84.29564099999999 31.690986, -84.30492699999999 31.698231, -84.295416 31.698097999999998, -84.293668 31.749793999999998, -84.286456 31.791182, -84.26048899999999 31.790898, -84.26449 31.812400999999998, -84.25961099999999 31.827865, -84.27752199999999 31.841744, -84.27668899999999 31.850406, -84.293133 31.864880999999997, -84.338245 31.873590999999998, -84.338143 31.91619))"
Green Lake,WI,2019,72.0,44225,"Green Lake, WI",55047,"POLYGON ((-89.24558999999999 43.730630999999995, -89.245375 43.759813, -89.23902 43.766493, -89.167886 43.765643, -89.16801799999999 43.810117999999996, -89.184992 43.804316, -89.19818099999999 43.812163, -89.198324 43.876512, -89.168121 43.87647, -89.168612 43.982834, -89.128209 43.983185999999996, -88.95082099999999 43.983342, -88.948206 43.983449, -88.926478 43.983408, -88.88619299999999 43.983233, -88.885697 43.895184, -88.88570399999999 43.808032, -88.88605199999999 43.633539999999996, -89.00684799999999 43.633044999999996, -89.12716999999999 43.631724, -89.126921 43.64367, -89.245437 43.643083, -89.245576 43.715849, -89.24558999999999 43.730630999999995))"
Green Lake,WI,2020,50.0,46978,"Green Lake, WI",55047,"POLYGON ((-89.24558999999999 43.730630999999995, -89.245375 43.759813, -89.23902 43.766493, -89.167886 43.765643, -89.16801799999999 43.810117999999996, -89.184992 43.804316, -89.19818099999999 43.812163, -89.198324 43.876512, -89.168121 43.87647, -89.168612 43.982834, -89.128209 43.983185999999996, -88.95082099999999 43.983342, -88.948206 43.983449, -88.926478 43.983408, -88.88619299999999 43.983233, -88.885697 43.895184, -88.88570399999999 43.808032, -88.88605199999999 43.633539999999996, -89.00684799999999 43.633044999999996, -89.12716999999999 43.631724, -89.126921 43.64367, -89.245437 43.643083, -89.245576 43.715849, -89.24558999999999 43.730630999999995))"
Green Lake,WI,2021,76.66666666666667,51152,"Green Lake, WI",55047,"POLYGON ((-89.24558999999999 43.730630999999995, -89.245375 43.759813, -89.23902 43.766493, -89.167886 43.765643, -89.16801799999999 43.810117999999996, -89.184992 43.804316, -89.19818099999999 43.812163, -89.198324 43.876512, -89.168121 43.87647, -89.168612 43.982834, -89.128209 43.983185999999996, -88.95082099999999 43.983342, -88.948206 43.983449, -88.926478 43.983408, -88.88619299999999 43.983233, -88.885697 43.895184, -88.88570399999999 43.808032, -88.88605199999999 43.633539999999996, -89.00684799999999 43.633044999999996, -89.12716999999999 43.631724, -89.126921 43.64367, -89.245437 43.643083, -89.245576 43.715849, -89.24558999999999 43.730630999999995))"
Green Lake,WI,2022,42.64705882352941,51819,"Green Lake, WI",55047,"POLYGON ((-89.24558999999999 43.730630999999995, -89.245375 43.759813, -89.23902 43.766493, -89.167886 43.765643, -89.16801799999999 43.810117999999996, -89.184992 43.804316, -89.19818099999999 43.812163, -89.198324 43.876512, -89.168121 43.87647, -89.168612 43.982834, -89.128209 43.983185999999996, -88.95082099999999 43.983342, -88.948206 43.983449, -88.926478 43.983408, -88.88619299999999 43.983233, -88.885697 43.895184, -88.88570399999999 43.808032, -88.88605199999999 43.633539999999996, -89.00684799999999 43.633044999999996, -89.12716999999999 43.631724, -89.126921 43.64367, -89.245437 43.643083, -89.245576 43.715849, -89.24558999999999 43.730630999999995))"
Kenosha,WI,2019,59.00445163901254,48910,"Kenosha, WI",55059,"POLYGON ((-88.305891 42.610817, -88.26977699999999 42.611055, -88.18817299999999 42.611456, -88.188306 42.669709, -87.863945 42.668487, -87.845984 42.668096999999996, -87.8058558866897 42.667888960330096, -87.814674 42.64402, -87.81967399999999 42.61582, -87.819374 42.60662, -87.815752368 42.596092, -87.815074 42.59412, -87.810873 42.58732, -87.813273 42.57922, -87.8128073003271 42.5562144361601, -87.81227299999999 42.52982, -87.80967199999999 42.51482, -87.800477 42.49192, -87.815872 42.49192, -87.843594 42.492307, -87.8979977686293 42.4929917529839, -87.90024199999999 42.49302, -87.971279 42.494019, -87.99018 42.494519, -88.049782 42.495318999999995, -88.0942078450277 42.495929403501, -88.115285 42.496218999999996, -88.1993911160847 42.496017867417095, -88.200172 42.496016, -88.21690000000001 42.495923, -88.25009 42.495823, -88.27104488861809 42.494848060735094, -88.27169099999999 42.494817999999995, -88.304692 42.4947727016231, -88.305262 42.55269, -88.305891 42.610817))"
Kenosha,WI,2020,54.53748355984217,52288,"Kenosha, WI",55059,"POLYGON ((-88.305891 42.610817, -88.26977699999999 42.611055, -88.18817299999999 42.611456, -88.188306 42.669709, -87.863945 42.668487, -87.845984 42.668096999999996, -87.8058558866897 42.667888960330096, -87.814674 42.64402, -87.81967399999999 42.61582, -87.819374 42.60662, -87.815752368 42.596092, -87.815074 42.59412, -87.810873 42.58732, -87.813273 42.57922, -87.8128073003271 42.5562144361601, -87.81227299999999 42.52982, -87.80967199999999 42.51482, -87.800477 42.49192, -87.815872 42.49192, -87.843594 42.492307, -87.8979977686293 42.4929917529839, -87.90024199999999 42.49302, -87.971279 42.494019, -87.99018 42.494519, -88.049782 42.495318999999995, -88.0942078450277 42.495929403501, -88.115285 42.496218999999996, -88.1993911160847 42.496017867417095, -88.200172 42.496016, -88.21690000000001 42.495923, -88.25009 42.495823, -88.27104488861809 42.494848060735094, -88.27169099999999 42.494817999999995, -88.304692 42.4947727016231, -88.305262 42.55269, -88.305891 42.610817))"
Kenosha,WI,2021,62.61261261261262,56471,"Kenosha, WI",55059,"POLYGON ((-88.305891 42.610817, -88.26977699999999 42.611055, -88.18817299999999 42.611456, -88.188306 42.669709, -87.863945 42.668487, -87.845984 42.668096999999996, -87.8058558866897 42.667888960330096, -87.814674 42.64402, -87.81967399999999 42.61582, -87.819374 42.60662, -87.815752368 42.596092, -87.815074 42.59412, -87.810873 42.58732, -87.813273 42.57922, -87.8128073003271 42.5562144361601, -87.81227299999999 42.52982, -87.80967199999999 42.51482, -87.800477 42.49192, -87.815872 42.49192, -87.843594 42.492307, -87.8979977686293 42.4929917529839, -87.90024199999999 42.49302, -87.971279 42.494019, -87.99018 42.494519, -88.049782 42.495318999999995, -88.0942078450277 42.495929403501, -88.115285 42.496218999999996, -88.1993911160847 42.496017867417095, -88.200172 42.496016, -88.21690000000001 42.495923, -88.25009 42.495823, -88.27104488861809 42.494848060735094, -88.27169099999999 42.494817999999995, -88.304692 42.4947727016231, -88.305262 42.55269, -88.305891 42.610817))"
Kenosha,WI,2022,63.02027748132338,58255,"Kenosha, WI",55059,"POLYGON ((-88.305891 42.610817, -88.26977699999999 42.611055, -88.18817299999999 42.611456, -88.188306 42.669709, -87.863945 42.668487, -87.845984 42.668096999999996, -87.8058558866897 42.667888960330096, -87.814674 42.64402, -87.81967399999999 42.61582, -87.819374 42.60662, -87.815752368 42.596092, -87.815074 42.59412, -87.810873 42.58732, -87.813273 42.57922, -87.8128073003271 42.5562144361601, -87.81227299999999 42.52982, -87.80967199999999 42.51482, -87.800477 42.49192, -87.815872 42.49192, -87.843594 42.492307, -87.8979977686293 42.4929917529839, -87.90024199999999 42.49302, -87.971279 42.494019, -87.99018 42.494519, -88.049782 42.495318999999995, -88.0942078450277 42.495929403501, -88.115285 42.496218999999996, -88.1993911160847 42.496017867417095, -88.200172 42.496016, -88.21690000000001 42.495923, -88.25009 42.495823, -88.27104488861809 42.494848060735094, -88.27169099999999 42.494817999999995, -88.304692 42.4947727016231, -88.305262 42.55269, -88.305891 42.610817))"
McDuffie,GA,2019,12.28070175438596,37358,"McDuffie, GA",13189,"POLYGON ((-82.643525 33.618034, -82.633502 33.611132, -82.617049 33.612171, -82.62374899999999 33.619394, -82.617847 33.632203, -82.586683 33.640492, -82.583603 33.650476999999995, -82.573511 33.639505, -82.56558299999999 33.645918, -82.544281 33.638573, -82.537228 33.64916, -82.52520899999999 33.644698, -82.507223 33.659994, -82.479518 33.639534999999995, -82.458237 33.637471, -82.430915 33.655076, -82.425328 33.650628999999995, -82.441664 33.638344, -82.432988 33.608146999999995, -82.412701 33.597595999999996, -82.413517 33.587801999999996, -82.432766 33.568850999999995, -82.436814 33.549658, -82.384924 33.52995, -82.402385 33.516481, -82.398703 33.491907, -82.38320399999999 33.477651, -82.384762 33.467281, -82.364184 33.45068, -82.33610999999999 33.419731999999996, -82.34043299999999 33.405434, -82.294179 33.354635, -82.353498 33.312318, -82.371972 33.310879, -82.38382899999999 33.312106, -82.411074 33.319922, -82.44997699999999 33.340505, -82.51071999999999 33.342045, -82.53577899999999 33.357459999999996, -82.548068 33.352782999999995, -82.544313 33.374721, -82.551901 33.408425, -82.55361599999999 33.415802, -82.584563 33.449653999999995, -82.60743699999999 33.505922, -82.649705 33.608768, -82.643525 33.618034))"
McDuffie,GA,2020,27.27272727272727,40851,"McDuffie, GA",13189,"POLYGON ((-82.643525 33.618034, -82.633502 33.611132, -82.617049 33.612171, -82.62374899999999 33.619394, -82.617847 33.632203, -82.586683 33.640492, -82.583603 33.650476999999995, -82.573511 33.639505, -82.56558299999999 33.645918, -82.544281 33.638573, -82.537228 33.64916, -82.52520899999999 33.644698, -82.507223 33.659994, -82.479518 33.639534999999995, -82.458237 33.637471, -82.430915 33.655076, -82.425328 33.650628999999995, -82.441664 33.638344, -82.432988 33.608146999999995, -82.412701 33.597595999999996, -82.413517 33.587801999999996, -82.432766 33.568850999999995, -82.436814 33.549658, -82.384924 33.52995, -82.402385 33.516481, -82.398703 33.491907, -82.38320399999999 33.477651, -82.384762 33.467281, -82.364184 33.45068, -82.33610999999999 33.419731999999996, -82.34043299999999 33.405434, -82.294179 33.354635, -82.353498 33.312318, -82.371972 33.310879, -82.38382899999999 33.312106, -82.411074 33.319922, -82.44997699999999 33.340505, -82.51071999999999 33.342045, -82.53577899999999 33.357459999999996, -82.548068 33.352782999999995, -82.544313 33.374721, -82.551901 33.408425, -82.55361599999999 33.415802, -82.584563 33.449653999999995, -82.60743699999999 33.505922, -82.649705 33.608768, -82.643525 33.618034))"
McDuffie,GA,2021,25.510204081632647,43733,"McDuffie, GA",13189,"POLYGON ((-82.643525 33.618034, -82.633502 33.611132, -82.617049 33.612171, -82.62374899999999 33.619394, -82.617847 33.632203, -82.586683 33.640492, -82.583603 33.650476999999995, -82.573511 33.639505, -82.56558299999999 33.645918, -82.544281 33.638573, -82.537228 33.64916, -82.52520899999999 33.644698, -82.507223 33.659994, -82.479518 33.639534999999995, -82.458237 33.637471, -82.430915 33.655076, -82.425328 33.650628999999995, -82.441664 33.638344, -82.432988 33.608146999999995, -82.412701 33.597595999999996, -82.413517 33.587801999999996, -82.432766 33.568850999999995, -82.436814 33.549658, -82.384924 33.52995, -82.402385 33.516481, -82.398703 33.491907, -82.38320399999999 33.477651, -82.384762 33.467281, -82.364184 33.45068, -82.33610999999999 33.419731999999996, -82.34043299999999 33.405434, -82.294179 33.354635, -82.353498 33.312318, -82.371972 33.310879, -82.38382899999999 33.312106, -82.411074 33.319922, -82.44997699999999 33.340505, -82.51071999999999 33.342045, -82.53577899999999 33.357459999999996, -82.548068 33.352782999999995, -82.544313 33.374721, -82.551901 33.408425, -82.55361599999999 33.415802, -82.584563 33.449653999999995, -82.60743699999999 33.505922, -82.649705 33.608768, -82.643525 33.618034))"
McDuffie,GA,2022,36.60714285714285,42460,"McDuffie, GA",13189,"POLYGON ((-82.643525 33.618034, -82.633502 33.611132, -82.617049 33.612171, -82.62374899999999 33.619394, -82.617847 33.632203, -82.586683 33.640492, -82.583603 33.650476999999995, -82.573511 33.639505, -82.56558299999999 33.645918, -82.544281 33.638573, -82.537228 33.64916, -82.52520899999999 33.644698, -82.507223 33.659994, -82.479518 33.639534999999995, -82.458237 33.637471, -82.430915 33.655076, -82.425328 33.650628999999995, -82.441664 33.638344, -82.432988 33.608146999999995, -82.412701 33.597595999999996, -82.413517 33.587801999999996, -82.432766 33.568850999999995, -82.436814 33.549658, -82.384924 33.52995, -82.402385 33.516481, -82.398703 33.491907, -82.38320399999999 33.477651, -82.384762 33.467281, -82.364184 33.45068, -82.33610999999999 33.419731999999996, -82.34043299999999 33.405434, -82.294179 33.354635, -82.353498 33.312318, -82.371972 33.310879, -82.38382899999999 33.312106, -82.411074 33.319922, -82.44997699999999 33.340505, -82.51071999999999 33.342045, -82.53577899999999 33.357459999999996, -82.548068 33.352782999999995, -82.544313 33.374721, -82.551901 33.408425, -82.55361599999999 33.415802, -82.584563 33.449653999999995, -82.60743699999999 33.505922, -82.649705 33.608768, -82.643525 33.618034))"
Bulloch,GA,2019,56.71641791044776,32739,"Bulloch, GA",13031,"POLYGON ((-82.026842 32.555163, -82.00123599999999 32.60691, -81.943693 32.621967999999995, -81.841005 32.649093, -81.833839 32.653385, -81.800506 32.641525, -81.793819 32.628521, -81.773113 32.606715, -81.754226 32.601988, -81.732643 32.576496, -81.70897699999999 32.566131999999996, -81.68964299999999 32.54629, -81.68320399999999 32.549225, -81.65679899999999 32.539977, -81.648538 32.527684, -81.63932 32.532513, -81.629057 32.524189, -81.593375 32.506575999999995, -81.59548099999999 32.508274, -81.586353 32.512068, -81.578689 32.512538, -81.548006 32.489286, -81.53587999999999 32.480801, -81.542388 32.466087, -81.531341 32.465942, -81.52572599999999 32.449818, -81.539047 32.435077, -81.535217 32.422443, -81.542716 32.417446, -81.533515 32.40704, -81.534904 32.39358, -81.523322 32.392944, -81.520515 32.376812, -81.509429 32.37146, -81.507575 32.357791999999996, -81.49089 32.351695, -81.487831 32.333886, -81.470756 32.329552, -81.449477 32.296718999999996, -81.446334 32.284717, -81.449722 32.283535, -81.43981099999999 32.274913999999995, -81.43583 32.241289, -81.624809 32.189681, -81.780858 32.15289, -81.778471 32.162295, -81.792594 32.193351, -81.80194 32.196864999999995, -81.805582 32.220608999999996, -81.81627999999999 32.23747, -81.841651 32.240921, -81.857389 32.257391, -81.892725 32.274783, -81.91859199999999 32.274513, -81.95321299999999 32.266832, -81.96906899999999 32.268783, -81.956924 32.286228, -81.931981 32.373914, -81.918671 32.41541, -81.93960899999999 32.425829, -81.939763 32.434917999999996, -81.96212299999999 32.452508, -81.976299 32.477275999999996, -81.976947 32.497808, -81.971003 32.513239999999996, -82.030233 32.53877, -82.026842 32.555163))"
Bulloch,GA,2020,56.957928802588995,35955,"Bulloch, GA",13031,"POLYGON ((-82.026842 32.555163, -82.00123599999999 32.60691, -81.943693 32.621967999999995, -81.841005 32.649093, -81.833839 32.653385, -81.800506 32.641525, -81.793819 32.628521, -81.773113 32.606715, -81.754226 32.601988, -81.732643 32.576496, -81.70897699999999 32.566131999999996, -81.68964299999999 32.54629, -81.68320399999999 32.549225, -81.65679899999999 32.539977, -81.648538 32.527684, -81.63932 32.532513, -81.629057 32.524189, -81.593375 32.506575999999995, -81.59548099999999 32.508274, -81.586353 32.512068, -81.578689 32.512538, -81.548006 32.489286, -81.53587999999999 32.480801, -81.542388 32.466087, -81.531341 32.465942, -81.52572599999999 32.449818, -81.539047 32.435077, -81.535217 32.422443, -81.542716 32.417446, -81.533515 32.40704, -81.534904 32.39358, -81.523322 32.392944, -81.520515 32.376812, -81.509429 32.37146, -81.507575 32.357791999999996, -81.49089 32.351695, -81.487831 32.333886, -81.470756 32.329552, -81.449477 32.296718999999996, -81.446334 32.284717, -81.449722 32.283535, -81.43981099999999 32.274913999999995, -81.43583 32.241289, -81.624809 32.189681, -81.780858 32.15289, -81.778471 32.162295, -81.792594 32.193351, -81.80194 32.196864999999995, -81.805582 32.220608999999996, -81.81627999999999 32.23747, -81.841651 32.240921, -81.857389 32.257391, -81.892725 32.274783, -81.91859199999999 32.274513, -81.95321299999999 32.266832, -81.96906899999999 32.268783, -81.956924 32.286228, -81.931981 32.373914, -81.918671 32.41541, -81.93960899999999 32.425829, -81.939763 32.434917999999996, -81.96212299999999 32.452508, -81.976299 32.477275999999996, -81.976947 32.497808, -81.971003 32.513239999999996, -82.030233 32.53877, -82.026842 32.555163))"
Bulloch,GA,2021,52.97805642633229,39375,"Bulloch, GA",13031,"POLYGON ((-82.026842 32.555163, -82.00123599999999 32.60691, -81.943693 32.621967999999995, -81.841005 32.649093, -81.833839 32.653385, -81.800506 32.641525, -81.793819 32.628521, -81.773113 32.606715, -81.754226 32.601988, -81.732643 32.576496, -81.70897699999999 32.566131999999996, -81.68964299999999 32.54629, -81.68320399999999 32.549225, -81.65679899999999 32.539977, -81.648538 32.527684, -81.63932 32.532513, -81.629057 32.524189, -81.593375 32.506575999999995, -81.59548099999999 32.508274, -81.586353 32.512068, -81.578689 32.512538, -81.548006 32.489286, -81.53587999999999 32.480801, -81.542388 32.466087, -81.531341 32.465942, -81.52572599999999 32.449818, -81.539047 32.435077, -81.535217 32.422443, -81.542716 32.417446, -81.533515 32.40704, -81.534904 32.39358, -81.523322 32.392944, -81.520515 32.376812, -81.509429 32.37146, -81.507575 32.357791999999996, -81.49089 32.351695, -81.487831 32.333886, -81.470756 32.329552, -81.449477 32.296718999999996, -81.446334 32.284717, -81.449722 32.283535, -81.43981099999999 32.274913999999995, -81.43583 32.241289, -81.624809 32.189681, -81.780858 32.15289, -81.778471 32.162295, -81.792594 32.193351, -81.80194 32.196864999999995, -81.805582 32.220608999999996, -81.81627999999999 32.23747, -81.841651 32.240921, -81.857389 32.257391, -81.892725 32.274783, -81.91859199999999 32.274513, -81.95321299999999 32.266832, -81.96906899999999 32.268783, -81.956924 32.286228, -81.931981 32.373914, -81.918671 32.41541, -81.93960899999999 32.425829, -81.939763 32.434917999999996, -81.96212299999999 32.452508, -81.976299 32.477275999999996, -81.976947 32.497808, -81.971003 32.513239999999996, -82.030233 32.53877, -82.026842 32.555163))"
Bulloch,GA,2022,58.854166666666664,38397,"Bulloch, GA",13031,"POLYGON ((-82.026842 32.555163, -82.00123599999999 32.60691, -81.943693 32.621967999999995, -81.841005 32.649093, -81.833839 32.653385, -81.800506 32.641525, -81.793819 32.628521, -81.773113 32.606715, -81.754226 32.601988, -81.732643 32.576496, -81.70897699999999 32.566131999999996, -81.68964299999999 32.54629, -81.68320399999999 32.549225, -81.65679899999999 32.539977, -81.648538 32.527684, -81.63932 32.532513, -81.629057 32.524189, -81.593375 32.506575999999995, -81.59548099999999 32.508274, -81.586353 32.512068, -81.578689 32.512538, -81.548006 32.489286, -81.53587999999999 32.480801, -81.542388 32.466087, -81.531341 32.465942, -81.52572599999999 32.449818, -81.539047 32.435077, -81.535217 32.422443, -81.542716 32.417446, -81.533515 32.40704, -81.534904 32.39358, -81.523322 32.392944, -81.520515 32.376812, -81.509429 32.37146, -81.507575 32.357791999999996, -81.49089 32.351695, -81.487831 32.333886, -81.470756 32.329552, -81.449477 32.296718999999996, -81.446334 32.284717, -81.449722 32.283535, -81.43981099999999 32.274913999999995, -81.43583 32.241289, -81.624809 32.189681, -81.780858 32.15289, -81.778471 32.162295, -81.792594 32.193351, -81.80194 32.196864999999995, -81.805582 32.220608999999996, -81.81627999999999 32.23747, -81.841651 32.240921, -81.857389 32.257391, -81.892725 32.274783, -81.91859199999999 32.274513, -81.95321299999999 32.266832, -81.96906899999999 32.268783, -81.956924 32.286228, -81.931981 32.373914, -81.918671 32.41541, -81.93960899999999 32.425829, -81.939763 32.434917999999996, -81.96212299999999 32.452508, -81.976299 32.477275999999996, -81.976947 32.497808, -81.971003 32.513239999999996, -82.030233 32.53877, -82.026842 32.555163))"
